"","yr","mo","dy","hr","dck","id","lat","lon","w","d"
"2971900",2021,6,17,22,992,"SJA4RSK",40.5,289.7,NA,NA
"29722881",2021,6,17,22,992,"KAOU",30,235.3,9.3,340
"2972612",2021,6,17,22,992,"WGAE",21.7,38.6,NA,NA
"2972627",2021,6,17,22,992,"WDA7827",21.2,202.1,10.8,90
"2978529",2021,6,17,23,992,"WDG7520",60.1,210.6,5.1,170
"2978832",2021,6,17,23,992,"AMOUK05",52.7,2.4,NA,NA
"2979229",2021,6,17,23,992,"WCE5063",42.6,290.5,7.2,210
"2979366",2021,6,17,23,992,"SJA4RSK",40.5,289.3,NA,NA
"29797501",2021,6,17,23,992,"KAOU",30,235.3,8.7,350
"2980082",2021,6,17,23,992,"WGAE",21.5,38.8,8.2,330
"2980093",2021,6,17,23,992,"WDA7827",21.3,202.1,9.3,60
"2985946",2021,6,18,0,992,"WDG7520",60.1,210.6,5.1,170
"2986078",2021,6,18,0,992,"AMOUK05",52.9,2,NA,NA
"2986521",2021,6,18,0,992,"WCE5063",42.6,290.5,8.2,200
"2986663",2021,6,18,0,992,"SJA4RSK",40.5,288.8,NA,NA
"2987106",2021,6,18,0,992,"KAOU",30,235.3,7.7,350
"2987459",2021,6,18,0,992,"WGAE",21.5,38.9,NA,NA
"29874701",2021,6,18,0,992,"WDA7827",21.3,202.1,6.2,80
"2993418",2021,6,18,1,992,"WDG7520",60.1,210.6,4.1,180
"2993531",2021,6,18,1,992,"AMOUK05",53.1,1.6,NA,NA
"2993928",2021,6,18,1,992,"WCE5063",42.6,290.5,6.7,200
"29940651",2021,6,18,1,992,"SJA4RSK",40.5,288.4,NA,NA
"2994443",2021,6,18,1,992,"KAOU",30,235.3,7.7,350
"2994771",2021,6,18,1,992,"WGAE",21.4,38.9,NA,NA
"2994778",2021,6,18,1,992,"WDA7827",21.3,202.1,5.1,50
"30006391",2021,6,18,2,992,"WDG7520",60.1,210.6,5.1,170
"3000749",2021,6,18,2,992,"AMOUK05",53.3,1.2,NA,NA
"3001164",2021,6,18,2,992,"WCE5063",42.6,290.6,6.7,210
"3001300",2021,6,18,2,992,"SJA4RSK",40.5,288,NA,NA
"3001688",2021,6,18,2,992,"KAOU",30,235.3,7.7,350
"3002013",2021,6,18,2,992,"WGAE",21.4,38.9,NA,NA
"3002020",2021,6,18,2,992,"WDA7827",21.3,202.1,6.7,40
"3007934",2021,6,18,3,992,"WDG7520",60.1,210.6,6.7,170
"3008622",2021,6,18,3,992,"WCE5063",42.6,290.6,7.2,210
"3008758",2021,6,18,3,992,"SJA4RSK",40.5,287.6,NA,NA
"3009155",2021,6,18,3,992,"KAOU",30,235.3,8.2,350
"30094881",2021,6,18,3,992,"WGAE",21.5,38.9,NA,NA
"3009499",2021,6,18,3,992,"WDA7827",21.3,202.1,6.2,50
"3015416",2021,6,18,4,992,"WDG7520",60.1,210.6,4.1,180
"3015678",2021,6,18,4,992,"AMOUK05",53.5,0.2,NA,NA
"3016093",2021,6,18,4,992,"WCE5063",42.6,290.6,6.2,200
"3016214",2021,6,18,4,992,"SJA4RSK",40.5,287.2,NA,NA
"3016603",2021,6,18,4,992,"KAOU",30,235.3,9.3,350
"30169281",2021,6,18,4,992,"WGAE",21.5,38.9,NA,NA
"30169411",2021,6,18,4,992,"WDA7827",21.3,202.1,4.1,50
"3022858",2021,6,18,5,992,"WDG7520",60.1,210.6,0.5,130
"3023118",2021,6,18,5,992,"AMOUK05",53.6,359.9,NA,NA
"3023549",2021,6,18,5,992,"WCE5063",42.6,290.5,7.2,210
"3023682",2021,6,18,5,992,"SJA4RSK",40.5,286.8,NA,NA
"30240691",2021,6,18,5,992,"KAOU",30,235.3,9.8,360
"30244001",2021,6,18,5,992,"WGAE",21.5,39,NA,NA
"3024413",2021,6,18,5,992,"WDA7827",21.3,202.1,5.7,40
"3030328",2021,6,18,6,992,"WDG7520",60.1,210.6,0.5,210
"3030583",2021,6,18,6,992,"AMOUK05",53.7,359.7,NA,NA
"3031085",2021,6,18,6,992,"WCE5063",42.5,290.5,6.7,230
"3031217",2021,6,18,6,992,"SJA4RSK",40.5,286.5,NA,NA
"3031645",2021,6,18,6,992,"KAOU",30.1,235.3,9.8,350
"3032014",2021,6,18,6,992,"WGAE",21.4,39.1,NA,NA
"3032021",2021,6,18,6,992,"WDA7827",21.3,202.1,2.6,70
"3037991",2021,6,18,7,992,"WDG7520",60.1,210.6,1,340
"30380901",2021,6,18,7,992,"AMOUK05",53.7,359.7,NA,NA
"3038492",2021,6,18,7,992,"WCE5063",42.6,290.5,5.7,240
"3038632",2021,6,18,7,992,"SJA4RSK",40.4,286.2,NA,NA
"3039006",2021,6,18,7,992,"KAOU",30.1,235.4,9.8,360
"3039356",2021,6,18,7,992,"WGAE",21.4,39.1,NA,NA
"3039363",2021,6,18,7,992,"WDA7827",21.3,202.1,2.1,70
"30452201",2021,6,18,8,992,"WDG7520",60.1,210.6,0,60
"3045729",2021,6,18,8,992,"WCE5063",42.6,290.5,5.1,240
"3045867",2021,6,18,8,992,"SJA4RSK",40.5,286,NA,NA
"30462551",2021,6,18,8,992,"KAOU",30.1,235.4,10.8,350
"3046595",2021,6,18,8,992,"WGAE",21.4,39.1,NA,NA
"3046602",2021,6,18,8,992,"WDA7827",21.3,202.1,4.1,40
"3052456",2021,6,18,9,992,"WDG7520",60.1,210.6,0.5,50
"3052553",2021,6,18,9,992,"AMOUK05",53.7,359.7,NA,NA
"3052978",2021,6,18,9,992,"WCE5063",42.6,290.5,4.1,250
"30531131",2021,6,18,9,992,"SJA4RSK",40.6,286,NA,NA
"3053487",2021,6,18,9,992,"KAOU",30.1,235.4,9.3,350
"3053823",2021,6,18,9,992,"WGAE",21.4,39.1,NA,NA
"30538301",2021,6,18,9,992,"WDA7827",21.3,202.1,3.6,50
"3059743",2021,6,18,10,992,"WDG7520",60.1,210.6,1,250
"30599861",2021,6,18,10,992,"AMOUK05",53.7,359.7,NA,NA
"3060433",2021,6,18,10,992,"WCE5063",42.6,290.5,3.6,250
"30605681",2021,6,18,10,992,"SJA4RSK",40.6,285.9,NA,NA
"3060941",2021,6,18,10,992,"KAOU",30.1,235.4,8.2,360
"3061273",2021,6,18,10,992,"WGAE",21.4,39.1,NA,NA
"3061280",2021,6,18,10,992,"WDA7827",21.3,202.1,5.7,40
"3067394",2021,6,18,11,992,"AMOUK05",53.7,359.7,NA,NA
"3067835",2021,6,18,11,992,"WCE5063",42.6,290.5,3.6,240
"3067953",2021,6,18,11,992,"SJA4RSK",40.7,285.9,NA,NA
"3068333",2021,6,18,11,992,"KAOU",30.1,235.4,8.2,360
"3068666",2021,6,18,11,992,"WGAE",21.4,39.1,NA,NA
"3068673",2021,6,18,11,992,"WDA7827",21.3,202.1,3.6,40
"3074566",2021,6,18,12,992,"WDG7520",60.1,210.6,1,350
"3074824",2021,6,18,12,992,"AMOUK05",53.7,359.7,NA,NA
"3075328",2021,6,18,12,992,"WCE5063",42.6,290.5,4.1,240
"3075461",2021,6,18,12,992,"SJA4RSK",40.7,285.9,NA,NA
"3075898",2021,6,18,12,992,"KAOU",30,235.3,8.2,360
"3076243",2021,6,18,12,992,"WGAE",21.4,39.1,NA,NA
"30762531",2021,6,18,12,992,"WDA7827",21.3,202.1,3.1,60
"3082223",2021,6,18,13,992,"WDG7520",60.1,210.6,1.5,350
"3082321",2021,6,18,13,992,"AMOUK05",53.7,359.7,NA,NA
"3082729",2021,6,18,13,992,"WCE5063",42.6,290.5,4.6,250
"3082859",2021,6,18,13,992,"SJA4RSK",40.7,285.9,NA,NA
"3083250",2021,6,18,13,992,"KAOU",30,235.3,8.2,10
"3083579",2021,6,18,13,992,"WGAE",21.4,39.1,NA,NA
"3083586",2021,6,18,13,992,"WDA7827",21.3,202.1,4.1,80
"3089477",2021,6,18,14,992,"WDG7520",60.1,210.6,1,270
"3089726",2021,6,18,14,992,"AMOUK05",53.7,359.7,NA,NA
"3090174",2021,6,18,14,992,"WCE5063",42.6,290.5,4.1,230
"3090297",2021,6,18,14,992,"SJA4RSK",40.7,285.9,NA,NA
"3090690",2021,6,18,14,992,"KAOU",30,235.3,7.7,350
"3091012",2021,6,18,14,992,"WGAE",21.4,39.1,NA,NA
"30910191",2021,6,18,14,992,"WDA7827",21.3,202.1,3.6,70
"3096933",2021,6,18,15,992,"WDG7520",60.1,210.6,1.5,210
"3097174",2021,6,18,15,992,"AMOUK05",53.7,359.7,NA,NA
"30976341",2021,6,18,15,992,"WCE5063",42.5,290.5,4.1,220
"30977571",2021,6,18,15,992,"SJA4RSK",40.7,285.9,NA,NA
"30984851",2021,6,18,15,992,"WGAE",21.4,39.1,NA,NA
"3098492",2021,6,18,15,992,"WDA7827",21.3,202.1,2.6,80
"3104445",2021,6,18,16,992,"WDG7520",60.1,210.6,2.1,50
"3104688",2021,6,18,16,992,"AMOUK05",53.7,359.7,NA,NA
"3105138",2021,6,18,16,992,"WCE5063",42.5,290.5,4.6,220
"3105266",2021,6,18,16,992,"SJA4RSK",40.7,285.9,NA,NA
"31056621",2021,6,18,16,992,"KAOU",30,235.3,6.7,361
"3105993",2021,6,18,16,992,"WGAE",21.4,39.1,NA,NA
"3106000",2021,6,18,16,992,"WDA7827",21.3,202.1,1.5,30
"3111963",2021,6,18,17,992,"WDG7520",60.1,210.6,1.5,260
"3112210",2021,6,18,17,992,"AMOUK05",53.7,359.7,NA,NA
"3112661",2021,6,18,17,992,"WCE5063",42.5,290.5,4.1,220
"3112777",2021,6,18,17,992,"SJA4RSK",40.7,285.9,NA,NA
"3113177",2021,6,18,17,992,"KAOU",30,235.3,8.2,350
"3113495",2021,6,18,17,992,"WGAE",21.4,39.1,NA,NA
"3113502",2021,6,18,17,992,"WDA7827",21.3,202.1,1.5,70
"3119425",2021,6,18,18,992,"WDG7520",60.1,210.6,1,60
"3119534",2021,6,18,18,992,"AMOUK05",53.7,359.7,NA,NA
"3119999",2021,6,18,18,992,"WCE5063",42.5,290.5,5.1,190
"31201251",2021,6,18,18,992,"SJA4RSK",40.7,285.9,NA,NA
"3120580",2021,6,18,18,992,"KAOU",30,235.3,7.2,360
"3120930",2021,6,18,18,992,"WGAE",21.4,39.1,NA,NA
"3120937",2021,6,18,18,992,"WDA7827",21.3,202.1,4.1,40
"31269761",2021,6,18,19,992,"WDG7520",60.1,210.6,0.5,170
"3127223",2021,6,18,19,992,"AMOUK05",53.7,359.7,NA,NA
"3127671",2021,6,18,19,992,"WCE5063",42.5,290.5,6.2,180
"3127787",2021,6,18,19,992,"SJA4RSK",40.7,285.9,NA,NA
"3128187",2021,6,18,19,992,"KAOU",30,235.3,7.7,361
"3128518",2021,6,18,19,992,"WGAE",21.4,39.1,NA,NA
"3128525",2021,6,18,19,992,"WDA7827",21.3,202.1,3.6,90
"3134450",2021,6,18,20,992,"WDG7520",60.1,210.6,0.5,150
"3134717",2021,6,18,20,992,"AMOUK05",53.6,359.8,NA,NA
"3135149",2021,6,18,20,992,"WCE5063",42.5,290.5,8.2,190
"31352611",2021,6,18,20,992,"SJA4RSK",40.7,285.9,NA,NA
"3135667",2021,6,18,20,992,"KAOU",30,235.3,7.2,360
"3135995",2021,6,18,20,992,"WGAE",21.4,39.1,NA,NA
"3136002",2021,6,18,20,992,"WDA7827",21.3,202.1,5.1,40
"3141913",2021,6,18,21,992,"WDG7520",60.1,210.6,0.5,130
"3142625",2021,6,18,21,992,"WCE5063",42.6,290.5,7.7,190
"3142753",2021,6,18,21,992,"SJA4RSK",40.7,285.9,NA,NA
"3143148",2021,6,18,21,992,"KAOU",30,235.3,8.2,350
"31434771",2021,6,18,21,992,"WGAE",21.4,39.1,NA,NA
"3143484",2021,6,18,21,992,"WDA7827",21.3,202.1,5.1,50
"3149406",2021,6,18,22,992,"WDG7520",60.1,210.6,0.5,40
"3149512",2021,6,18,22,992,"AMOUK05",53.5,0.6,NA,NA
"3149916",2021,6,18,22,992,"WCE5063",42.6,290.5,8.2,190
"3150042",2021,6,18,22,992,"SJA4RSK",40.7,285.9,NA,NA
"3150432",2021,6,18,22,992,"KAOU",30,235.3,7.7,10
"3150763",2021,6,18,22,992,"WGAE",21.4,39.1,NA,NA
"3150770",2021,6,18,22,992,"WDA7827",21.3,202.1,4.6,60
"3156723",2021,6,18,23,992,"WDG7520",60.1,210.6,4.1,180
"3156998",2021,6,18,23,992,"AMOUK05",53.3,1.1,NA,NA
"3157405",2021,6,18,23,992,"WCE5063",42.6,290.5,9.3,190
"31575311",2021,6,18,23,992,"SJA4RSK",40.7,285.9,NA,NA
"3157928",2021,6,18,23,992,"KAOU",30,235.3,6.7,360
"3158263",2021,6,18,23,992,"WGAE",21.4,39.1,NA,NA
"3158270",2021,6,18,23,992,"WDA7827",21.3,202.1,4.6,60
"3164238",2021,6,19,0,992,"WDG7520",60.1,210.6,2.1,200
"3164537",2021,6,19,0,992,"AMOUK05",53.1,1.4,NA,NA
"31650201",2021,6,19,0,992,"WCE5063",42.6,290.5,8.2,190
"31651551",2021,6,19,0,992,"SJA4RSK",40.7,285.9,NA,NA
"3165618",2021,6,19,0,992,"KAOU",30,235.3,9.3,350
"3165979",2021,6,19,0,992,"WGAE",21.4,39.1,NA,NA
"3165986",2021,6,19,0,992,"WDA7827",21.3,202.1,4.1,20
"3171991",2021,6,19,1,992,"WDG7520",60.1,210.6,0.5,280
"3172102",2021,6,19,1,992,"AMOUK05",52.8,1.8,NA,NA
"3172503",2021,6,19,1,992,"WCE5063",42.6,290.5,9.3,190
"31726301",2021,6,19,1,992,"SJA4RSK",40.7,285.9,NA,NA
"3173010",2021,6,19,1,992,"KAOU",30.1,235.3,7.7,361
"31733451",2021,6,19,1,992,"WGAE",21.4,39.1,NA,NA
"31733542",2021,6,19,1,992,"WDA7827",21.3,202.1,5.1,30
"3179225",2021,6,19,2,992,"WDG7520",60.1,210.6,2.6,190
"3179340",2021,6,19,2,992,"AMOUK05",52.7,2.2,NA,NA
"31797581",2021,6,19,2,992,"WCE5063",42.5,290.5,8.2,200
"3179881",2021,6,19,2,992,"SJA4RSK",40.7,285.9,NA,NA
"31802701",2021,6,19,2,992,"KAOU",30.1,235.3,6.7,360
"31805951",2021,6,19,2,992,"WGAE",21.4,39.1,NA,NA
"3180602",2021,6,19,2,992,"WDA7827",21.3,202.1,6.2,60
"3186544",2021,6,19,3,992,"WDG7520",60.1,210.6,3.6,180
"3186836",2021,6,19,3,992,"AMOUK05",52.5,2.6,NA,NA
"3187244",2021,6,19,3,992,"WCE5063",42.6,290.6,9.8,200
"3187370",2021,6,19,3,992,"SJA4RSK",40.7,285.9,NA,NA
"3187780",2021,6,19,3,992,"KAOU",30.1,235.3,7.7,360
"3188133",2021,6,19,3,992,"WGAE",21.4,39.1,NA,NA
"3188144",2021,6,19,3,992,"WDA7827",21.3,202.1,6.7,50
"3194114",2021,6,19,4,992,"WDG7520",60.1,210.6,1,120
"3194408",2021,6,19,4,992,"AMOUK05",52.3,3,NA,NA
"3194794",2021,6,19,4,992,"WCE5063",42.6,290.6,9.8,210
"3194925",2021,6,19,4,992,"SJA4RSK",40.7,285.9,NA,NA
"3195309",2021,6,19,4,992,"KAOU",30.1,235.3,7.2,361
"3195638",2021,6,19,4,992,"WGAE",21.4,39.1,NA,NA
"3195645",2021,6,19,4,992,"WDA7827",21.3,202.1,5.1,60
"3201592",2021,6,19,5,992,"WDG7520",60.1,210.6,0.5,170
"3201893",2021,6,19,5,992,"AMOUK05",52.1,3.4,NA,NA
"3202292",2021,6,19,5,992,"WCE5063",42.6,290.6,7.7,200
"3202423",2021,6,19,5,992,"SJA4RSK",40.7,285.9,NA,NA
"32028041",2021,6,19,5,992,"KAOU",30.2,235.3,8.2,360
"3203157",2021,6,19,5,992,"WGAE",21.4,39.1,NA,NA
"3203164",2021,6,19,5,992,"WDA7827",21.3,202.1,4.6,80
"3209117",2021,6,19,6,992,"WDG7520",60.1,210.6,1,180
"32094301",2021,6,19,6,992,"AMOUK05",52,3.8,NA,NA
"3209884",2021,6,19,6,992,"WCE5063",42.6,290.6,10.3,200
"32100141",2021,6,19,6,992,"SJA4RSK",40.7,285.9,NA,NA
"3210439",2021,6,19,6,992,"KAOU",30.2,235.4,8.2,350
"3210827",2021,6,19,6,992,"WGAE",21.4,39.1,NA,NA
"3210834",2021,6,19,6,992,"WDA7827",21.3,202.1,3.6,70
"3216823",2021,6,19,7,992,"WDG7520",60.1,210.6,1,361
"3216944",2021,6,19,7,992,"AMOUK05",51.9,4.1,NA,NA
"3217339",2021,6,19,7,992,"WCE5063",42.6,290.6,9.8,220
"3217455",2021,6,19,7,992,"SJA4RSK",40.7,285.9,NA,NA
"3217827",2021,6,19,7,992,"KAOU",30.2,235.4,8.2,361
"3218173",2021,6,19,7,992,"WGAE",21.4,39.1,NA,NA
"3218180",2021,6,19,7,992,"WDA7827",21.3,202.1,2.6,80
"3224072",2021,6,19,8,992,"WDG7520",60.1,210.6,0.5,220
"3224368",2021,6,19,8,992,"AMOUK05",51.9,4.1,NA,NA
"3224761",2021,6,19,8,992,"WCE5063",42.6,290.6,8.7,200
"3224885",2021,6,19,8,992,"SJA4RSK",40.7,285.9,NA,NA
"3225266",2021,6,19,8,992,"KAOU",30.2,235.4,7.2,350
"3225609",2021,6,19,8,992,"WGAE",21.4,39.1,NA,NA
"3225616",2021,6,19,8,992,"WDA7827",21.3,202.1,2.1,80
"3231501",2021,6,19,9,992,"WDG7520",60.1,210.6,0.5,10
"3231619",2021,6,19,9,992,"AMOUK05",51.9,4.1,NA,NA
"3232029",2021,6,19,9,992,"WCE5063",42.6,290.6,10.8,190
"3232150",2021,6,19,9,992,"SJA4RSK",40.7,285.9,NA,NA
"3232530",2021,6,19,9,992,"KAOU",30.3,235.4,6.7,340
"3232888",2021,6,19,9,992,"WGAE",21.4,39.1,NA,NA
"3232895",2021,6,19,9,992,"WDA7827",21.3,202.1,1,110
"3238763",2021,6,19,10,992,"WDG7520",60.1,210.6,1,20
"3238881",2021,6,19,10,992,"AMOUK05",51.9,4.1,NA,NA
"3239276",2021,6,19,10,992,"WCE5063",42.5,290.6,8.7,200
"3239394",2021,6,19,10,992,"SJA4RSK",40.7,285.9,NA,NA
"3239757",2021,6,19,10,992,"KAOU",30.3,235.4,6.2,350
"32401061",2021,6,19,10,992,"WGAE",21.4,39.1,NA,NA
"3240113",2021,6,19,10,992,"WDA7827",21.3,202.1,2.1,70
"32460231",2021,6,19,11,992,"WDG7520",60.1,210.6,0.5,360
"3246320",2021,6,19,11,992,"AMOUK05",51.9,4.1,NA,NA
"3246707",2021,6,19,11,992,"WCE5063",42.6,290.6,4.6,200
"32468291",2021,6,19,11,992,"SJA4RSK",40.7,285.9,NA,NA
"3247191",2021,6,19,11,992,"KAOU",30.3,235.4,5.7,340
"3247549",2021,6,19,11,992,"WGAE",21.4,39.1,NA,NA
"3247556",2021,6,19,11,992,"WDA7827",21.3,202.1,3.1,50
"3253481",2021,6,19,12,992,"WDG7520",60.1,210.6,0.5,30
"3253799",2021,6,19,12,992,"AMOUK05",51.9,4.1,NA,NA
"32542481",2021,6,19,12,992,"WCE5063",42.5,290.6,9.8,190
"3254359",2021,6,19,12,992,"SJA4RSK",40.7,285.9,NA,NA
"3254785",2021,6,19,12,992,"KAOU",30.2,235.4,6.7,350
"3255161",2021,6,19,12,992,"WGAE",21.4,39.1,NA,NA
"3255170",2021,6,19,12,992,"WDA7827",21.3,202.1,2.1,90
"3261186",2021,6,19,13,992,"WDG7520",60.1,210.6,0.5,180
"3261491",2021,6,19,13,992,"AMOUK05",51.9,4.1,NA,NA
"3261882",2021,6,19,13,992,"WCE5063",42.6,290.6,12.3,210
"3262008",2021,6,19,13,992,"SJA4RSK",40.7,285.9,NA,NA
"3262397",2021,6,19,13,992,"KAOU",30.1,235.3,4.6,340
"3262737",2021,6,19,13,992,"WGAE",21.4,39.1,NA,NA
"3262744",2021,6,19,13,992,"WDA7827",21.3,202.1,3.6,60
"3268661",2021,6,19,14,992,"WDG7520",60.1,210.6,1,90
"32689621",2021,6,19,14,992,"AMOUK05",51.9,4.1,NA,NA
"3269367",2021,6,19,14,992,"WCE5063",42.6,290.6,10.8,200
"3269487",2021,6,19,14,992,"SJA4RSK",40.7,285.9,NA,NA
"3269867",2021,6,19,14,992,"KAOU",30.1,235.3,5.1,361
"3270197",2021,6,19,14,992,"WGAE",21.4,39.1,NA,NA
"32702041",2021,6,19,14,992,"WDA7827",21.3,202.1,4.6,50
"3276080",2021,6,19,15,992,"WDG7520",60.1,210.6,0.5,250
"3276199",2021,6,19,15,992,"AMOUK05",51.9,4.1,NA,NA
"3276599",2021,6,19,15,992,"WCE5063",42.6,290.6,8.7,210
"3276724",2021,6,19,15,992,"SJA4RSK",40.7,285.9,NA,NA
"3277114",2021,6,19,15,992,"KAOU",30.1,235.3,5.1,350
"32774481",2021,6,19,15,992,"WGAE",21.5,39,NA,NA
"3277458",2021,6,19,15,992,"WDA7827",21.3,202.1,4.6,40
"32834171",2021,6,19,16,992,"WDG7520",60.1,210.6,1,90
"3283711",2021,6,19,16,992,"AMOUK05",51.9,4.1,NA,NA
"3284108",2021,6,19,16,992,"WCE5063",42.5,290.6,8.2,190
"3284229",2021,6,19,16,992,"SJA4RSK",40.7,285.9,NA,NA
"3284609",2021,6,19,16,992,"KAOU",30.1,235.3,5.1,360
"3284959",2021,6,19,16,992,"WGAE",21.3,38.9,NA,NA
"3284966",2021,6,19,16,992,"WDA7827",21.3,202.1,1.5,80
"3290872",2021,6,19,17,992,"WDG7520",60.1,210.6,0.5,200
"3290990",2021,6,19,17,992,"AMOUK05",51.9,4.1,NA,NA
"3291379",2021,6,19,17,992,"WCE5063",42.5,290.6,7.2,210
"3291496",2021,6,19,17,992,"SJA4RSK",40.7,285.9,NA,NA
"32918921",2021,6,19,17,992,"KAOU",30,235.3,4.6,360
"3292236",2021,6,19,17,992,"WDA7827",21.3,202.1,3.1,50
"3292238",2021,6,19,17,992,"WGAE",21,38.8,NA,NA
"32981861",2021,6,19,18,992,"WDG7520",60.1,210.6,0.5,220
"3298497",2021,6,19,18,992,"AMOUK05",52,4.1,NA,NA
"32989341",2021,6,19,18,992,"WCE5063",42.5,290.6,7.2,210
"3299046",2021,6,19,18,992,"SJA4RSK",40.7,285.9,NA,NA
"3299508",2021,6,19,18,992,"KAOU",30,235.3,4.1,350
"32998811",2021,6,19,18,992,"WDA7827",21.3,202.1,1.5,90
"32998891",2021,6,19,18,992,"WGAE",20.7,38.9,NA,NA
"3305900",2021,6,19,19,992,"WDG7520",60.1,210.6,0.5,100
"3306202",2021,6,19,19,992,"AMOUK05",52.1,3.8,NA,NA
"3306603",2021,6,19,19,992,"WCE5063",42.5,290.6,7.2,200
"3306718",2021,6,19,19,992,"SJA4RSK",40.7,285.9,NA,NA
"3307115",2021,6,19,19,992,"KAOU",30,235.3,4.1,350
"3307466",2021,6,19,19,992,"WDA7827",21.3,202.1,2.1,20
"3307475",2021,6,19,19,992,"WGAE",20.4,38.9,NA,NA
"3313347",2021,6,19,20,992,"WDG7520",60.1,210.6,0,40
"3313463",2021,6,19,20,992,"AMOUK05",52.2,3.5,NA,NA
"33138561",2021,6,19,20,992,"WCE5063",42.5,290.6,6.7,200
"3313968",2021,6,19,20,992,"SJA4RSK",40.7,285.9,NA,NA
"3314356",2021,6,19,20,992,"KAOU",30,235.3,4.1,340
"3314690",2021,6,19,20,992,"WDA7827",21.3,202.1,3.6,80
"3314699",2021,6,19,20,992,"WGAE",20.1,39,NA,NA
"33206221",2021,6,19,21,992,"WDG7520",60.1,210.6,0.5,170
"3320919",2021,6,19,21,992,"AMOUK05",52.3,3.1,NA,NA
"3321343",2021,6,19,21,992,"WCE5063",42.5,290.6,6.7,190
"3321457",2021,6,19,21,992,"SJA4RSK",40.7,285.9,NA,NA
"3321857",2021,6,19,21,992,"KAOU",30.1,235.3,4.6,320
"3322200",2021,6,19,21,992,"WDA7827",21.3,202.1,5.7,60
"3322213",2021,6,19,21,992,"WGAE",19.8,39.1,NA,NA
"3328106",2021,6,19,22,992,"WDG7520",60.1,210.6,1,70
"3328215",2021,6,19,22,992,"AMOUK05",52.5,2.8,NA,NA
"3328616",2021,6,19,22,992,"WCE5063",42.6,290.6,7.7,200
"33287311",2021,6,19,22,992,"SJA4RSK",40.7,285.9,NA,NA
"3329107",2021,6,19,22,992,"KAOU",30.1,235.3,5.1,350
"3329453",2021,6,19,22,992,"WDA7827",21.3,202.1,6.7,70
"3329471",2021,6,19,22,992,"WGAE",19.5,39.2,8.7,320
"3335370",2021,6,19,23,992,"WDG7520",60.1,210.6,3.1,180
"33356592",2021,6,19,23,992,"AMOUK05",52.7,2.4,NA,NA
"33360611",2021,6,19,23,992,"WCE5063",42.6,290.6,7.7,200
"3336186",2021,6,19,23,992,"SJA4RSK",40.7,285.9,NA,NA
"3336575",2021,6,19,23,992,"KAOU",30.1,235.2,5.1,330
"3336922",2021,6,19,23,992,"WDA7827",21.3,202.1,6.2,70
"3336946",2021,6,19,23,992,"WGAE",19.2,39.2,9.8,330
"3342871",2021,6,20,0,992,"WDG7520",60.1,210.6,5.1,160
"33431631",2021,6,20,0,992,"AMOUK05",52.9,2,NA,NA
"3343619",2021,6,20,0,992,"WCE5063",42.6,290.6,6.7,210
"3343739",2021,6,20,0,992,"SJA4RSK",40.7,285.9,NA,NA
"3344178",2021,6,20,0,992,"KAOU",30.1,235.2,5.7,361
"3344590",2021,6,20,0,992,"WDA7827",21.3,202.1,7.2,50
"3344618",2021,6,20,0,992,"WGAE",19,39.3,6.2,330
"3350630",2021,6,20,1,992,"WDG7520",60.1,210.6,4.1,180
"3350911",2021,6,20,1,992,"AMOUK05",53,1.7,NA,NA
"33513251",2021,6,20,1,992,"WCE5063",42.6,290.6,7.7,220
"3351448",2021,6,20,1,992,"SJA4RSK",40.6,286,NA,NA
"3351834",2021,6,20,1,992,"KAOU",30.1,235.2,6.2,350
"3352181",2021,6,20,1,992,"WDA7827",21.3,202.1,6.7,70
"33522131",2021,6,20,1,992,"WGAE",18.7,39.4,7.7,330
"3358047",2021,6,20,2,992,"WDG7520",60.1,210.6,5.7,170
"3358321",2021,6,20,2,992,"AMOUK05",53.2,1.3,NA,NA
"33587441",2021,6,20,2,992,"WCE5063",42.6,290.6,8.7,230
"33588761",2021,6,20,2,992,"SJA4RSK",40.4,286.2,NA,NA
"3359258",2021,6,20,2,992,"KAOU",30,235.3,6.2,350
"3359597",2021,6,20,2,992,"WDA7827",21.3,202.1,7.2,70
"3359632",2021,6,20,2,992,"WGAE",18.4,39.5,7.7,280
"3365497",2021,6,20,3,992,"WDG7520",60.1,210.6,3.6,180
"33655992",2021,6,20,3,992,"AMOUK05",53.3,1,NA,NA
"33660181",2021,6,20,3,992,"WCE5063",42.6,290.7,8.7,240
"3366156",2021,6,20,3,992,"SJA4RSK",40.2,286.2,NA,NA
"3366553",2021,6,20,3,992,"KAOU",30,235.3,5.7,361
"3366909",2021,6,20,3,992,"WDA7827",21.3,202.1,6.7,60
"3366963",2021,6,20,3,992,"WGAE",18.1,39.6,NA,NA
"3372926",2021,6,20,4,992,"WDG7520",60.1,210.6,4.1,180
"3373182",2021,6,20,4,992,"AMOUK05",53.5,0.6,NA,NA
"3373609",2021,6,20,4,992,"WCE5063",42.6,290.6,9.3,240
"33737541",2021,6,20,4,992,"SJA4RSK",40,286.2,NA,NA
"3374117",2021,6,20,4,992,"KAOU",30,235.3,5.1,340
"3374457",2021,6,20,4,992,"WDA7827",21.3,202.1,3.1,40
"3374528",2021,6,20,4,992,"WGAE",17.8,39.6,10.3,330
"33804171",2021,6,20,5,992,"WDG7520",60.1,210.6,3.6,190
"33806611",2021,6,20,5,992,"AMOUK05",53.6,0.2,NA,NA
