"","yr","mo","dy","hr","dck","id","lat","lon","w","d"
"415",2021,1,1,0,992,"AMOUK05",51.9,4.1,NA,NA
"480",2021,1,1,0,992,"WDG7520",48.7,237.5,1,80
"785",2021,1,1,0,992,"WCE5063",41.6,288.6,3.1,280
"1630",2021,1,1,0,992,"WDA7827",21.3,202.1,8.2,60
"1655",2021,1,1,0,992,"WGAE",18.9,39.5,NA,NA
"1807",2021,1,1,0,992,"KAOU",1.3,205.2,8.7,100
"7577",2021,1,1,1,992,"AMOUK05",51.9,4.1,NA,NA
"7622",2021,1,1,1,992,"WDG7520",48.7,237.5,1.5,50
"7906",2021,1,1,1,992,"WCE5063",41.6,288.6,2.1,290
"8643",2021,1,1,1,992,"WDA7827",21.3,202.1,7.7,60
"8664",2021,1,1,1,992,"WGAE",19.2,39.4,NA,NA
"8773",2021,1,1,1,992,"KAOU",1.1,205.2,7.7,100
"14427",2021,1,1,2,992,"AMOUK05",51.9,4.1,NA,NA
"14474",2021,1,1,2,992,"WDG7520",48.7,237.5,1,110
"14761",2021,1,1,2,992,"WCE5063",41.6,288.6,5.1,320
"15466",2021,1,1,2,992,"WDA7827",21.3,202.1,8.2,60
"15491",2021,1,1,2,992,"WGAE",19.4,39.3,NA,NA
"15603",2021,1,1,2,992,"KAOU",0.9,205.2,7.7,100
"21240",2021,1,1,3,992,"AMOUK05",51.9,4.1,NA,NA
"21289",2021,1,1,3,992,"WDG7520",48.7,237.5,2.1,130
"21577",2021,1,1,3,992,"WCE5063",41.6,288.6,3.6,300
"22302",2021,1,1,3,992,"WDA7827",21.3,202.1,8.2,50
"22319",2021,1,1,3,992,"WGAE",19.7,39.3,2.1,200
"22449",2021,1,1,3,992,"KAOU",0.8,205.2,8.7,100
"28132",2021,1,1,4,992,"AMOUK05",51.9,4.1,NA,NA
"28182",2021,1,1,4,992,"WDG7520",48.7,237.5,2.6,150
"28472",2021,1,1,4,992,"WCE5063",41.6,288.6,3.6,320
"29188",2021,1,1,4,992,"WDA7827",21.3,202.1,5.1,50
"29353",2021,1,1,4,992,"KAOU",0.6,205.3,8.2,90
"34268",2021,1,1,5,992,"AMOUK05",51.9,4.1,NA,NA
"34313",2021,1,1,5,992,"WDG7520",48.7,237.5,3.1,150
"34588",2021,1,1,5,992,"WCE5063",41.6,288.6,2.6,270
"35245",2021,1,1,5,992,"WDA7827",21.3,202.1,6.2,60
"35255",2021,1,1,5,992,"WGAE",20.2,39.1,4.6,180
"35385",2021,1,1,5,992,"KAOU",0.4,205.3,9.3,90
"40329",2021,1,1,6,992,"AMOUK05",51.9,4.1,NA,NA
"40391",2021,1,1,6,992,"WDG7520",48.7,237.5,6.2,150
"40676",2021,1,1,6,992,"WCE5063",41.6,288.6,3.1,290
"41444",2021,1,1,6,992,"WDA7827",21.3,202.1,7.7,40
"41456",2021,1,1,6,992,"WGAE",20.5,39,5.1,120
"41648",2021,1,1,6,992,"KAOU",0.2,205.3,10.8,90
"46375",2021,1,1,7,992,"AMOUK05",51.9,4.1,NA,NA
"46429",2021,1,1,7,992,"WDG7520",48.7,237.5,6.2,130
"46700",2021,1,1,7,992,"WCE5063",41.6,288.6,3.1,310
"47348",2021,1,1,7,992,"WDA7827",21.3,202.1,6.7,50
"47355",2021,1,1,7,992,"WGAE",20.7,38.9,NA,NA
"47496",2021,1,1,7,992,"KAOU",0,205.4,9.3,90
"50980",2021,1,1,8,992,"AMOUK05",51.9,4.1,NA,NA
"51026",2021,1,1,8,992,"WDG7520",48.7,237.5,4.1,150
"51267",2021,1,1,8,992,"WCE5063",41.6,288.6,3.6,320
"51834",2021,1,1,8,992,"WDA7827",21.3,202.1,4.1,50
"51836",2021,1,1,8,992,"WGAE",21,38.8,NA,NA
"51981",2021,1,1,8,992,"KAOU",-0.2,205.4,10.3,80
"56477",2021,1,1,9,992,"AMOUK05",51.9,4.1,NA,NA
"56519",2021,1,1,9,992,"WDG7520",48.7,237.5,2.6,110
"56797",2021,1,1,9,992,"WCE5063",41.6,288.6,4.1,320
"57461",2021,1,1,9,992,"WDA7827",21.3,202.1,5.1,60
"57465",2021,1,1,9,992,"WGAE",21.2,38.8,NA,NA
"57653",2021,1,1,9,992,"KAOU",-0.4,205.4,8.7,80
"62237",2021,1,1,10,992,"AMOUK05",51.9,4.1,NA,NA
"62284",2021,1,1,10,992,"WDG7520",48.7,237.5,5.7,100
"62556",2021,1,1,10,992,"WCE5063",41.6,288.6,0.5,330
"63199",2021,1,1,10,992,"WGAE",21.4,38.9,NA,NA
"63207",2021,1,1,10,992,"WDA7827",21.3,202.1,8.7,50
"63368",2021,1,1,10,992,"KAOU",-0.5,205.4,8.7,90
"67999",2021,1,1,11,992,"AMOUK05",51.9,4.1,NA,NA
"68057",2021,1,1,11,992,"WDG7520",48.7,237.5,4.1,100
"68322",2021,1,1,11,992,"WCE5063",41.6,288.6,1.5,310
"68983",2021,1,1,11,992,"WGAE",21.5,39,NA,NA
"68993",2021,1,1,11,992,"WDA7827",21.3,202.1,8.7,40
"69135",2021,1,1,11,992,"KAOU",-0.7,205.5,8.2,100
"73699",2021,1,1,12,992,"AMOUK05",51.9,4.1,NA,NA
"73757",2021,1,1,12,992,"WDG7520",48.7,237.5,4.1,120
"74050",2021,1,1,12,992,"WCE5063",41.6,288.6,3.1,330
"74829",2021,1,1,12,992,"WGAE",21.4,39.1,NA,NA
"74837",2021,1,1,12,992,"WDA7827",21.3,202.1,7.2,70
"75069",2021,1,1,12,992,"KAOU",-0.9,205.5,7.7,100
"80095",2021,1,1,13,992,"AMOUK05",51.9,4.1,NA,NA
"80151",2021,1,1,13,992,"WDG7520",48.7,237.5,2.1,140
"80468",2021,1,1,13,992,"WCE5063",41.6,288.6,2.1,350
"81173",2021,1,1,13,992,"WGAE",21.4,39.1,NA,NA
"81182",2021,1,1,13,992,"WDA7827",21.3,202.1,6.2,60
"81364",2021,1,1,13,992,"KAOU",-1.1,205.5,8.2,90
"87104",2021,1,1,14,992,"AMOUK05",51.9,4.1,NA,NA
"87156",2021,1,1,14,992,"WDG7520",48.7,237.5,3.1,130
"87469",2021,1,1,14,992,"WCE5063",41.6,288.6,1,300
"88201",2021,1,1,14,992,"WGAE",21.4,39.1,NA,NA
"88210",2021,1,1,14,992,"WDA7827",21.3,202.1,6.2,50
"88387",2021,1,1,14,992,"KAOU",-1.3,205.6,7.7,90
"94195",2021,1,1,15,992,"WDG7520",48.7,237.5,7.7,150
"94520",2021,1,1,15,992,"WCE5063",41.6,288.6,2.1,40
"95265",2021,1,1,15,992,"WGAE",21.4,39.1,NA,NA
"95274",2021,1,1,15,992,"WDA7827",21.3,202.1,6.2,60
"95480",2021,1,1,15,992,"KAOU",-1.5,205.6,8.7,90
"101240",2021,1,1,16,992,"AMOUK05",51.9,4.1,NA,NA
"101294",2021,1,1,16,992,"WDG7520",48.7,237.5,5.7,140
"101608",2021,1,1,16,992,"WCE5063",41.6,288.6,4.1,20
"102334",2021,1,1,16,992,"WGAE",21.4,39.1,NA,NA
"102343",2021,1,1,16,992,"WDA7827",21.3,202.1,4.6,60
"102511",2021,1,1,16,992,"KAOU",-1.7,205.6,8.7,80
"108240",2021,1,1,17,992,"AMOUK05",51.9,4.1,NA,NA
"108288",2021,1,1,17,992,"WDG7520",48.7,237.5,10.3,130
"108599",2021,1,1,17,992,"WCE5063",41.6,288.6,3.1,40
"109329",2021,1,1,17,992,"WGAE",21.4,39.1,NA,NA
"109338",2021,1,1,17,992,"WDA7827",21.3,202.1,1,60
"109513",2021,1,1,17,992,"KAOU",-1.9,205.6,8.7,80
"115298",2021,1,1,18,992,"AMOUK05",51.9,4.1,NA,NA
"115366",2021,1,1,18,992,"WDG7520",48.7,237.5,10.3,130
"115700",2021,1,1,18,992,"WCE5063",41.6,288.6,2.1,30
"116570",2021,1,1,18,992,"WGAE",21.4,39.1,NA,NA
"116581",2021,1,1,18,992,"WDA7827",21.3,202.1,8.2,80
"116851",2021,1,1,18,992,"KAOU",-2,205.7,8.7,80
"122667",2021,1,1,19,992,"AMOUK05",51.9,4.1,NA,NA
"122717",2021,1,1,19,992,"WDG7520",48.7,237.5,7.2,140
"123039",2021,1,1,19,992,"WCE5063",41.6,288.6,1,140
"123764",2021,1,1,19,992,"WGAE",21.4,39.1,NA,NA
"123773",2021,1,1,19,992,"WDA7827",21.3,202.1,4.1,50
"123976",2021,1,1,19,992,"KAOU",-2.3,205.7,7.7,60
"129743",2021,1,1,20,992,"AMOUK05",51.9,4.1,NA,NA
"129795",2021,1,1,20,992,"WDG7520",48.7,237.5,8.2,130
"130125",2021,1,1,20,992,"WCE5063",41.6,288.6,2.1,170
"130853",2021,1,1,20,992,"WGAE",21.4,39.1,NA,NA
"130862",2021,1,1,20,992,"WDA7827",21.3,202.1,5.7,50
"131042",2021,1,1,20,992,"KAOU",-2.5,205.7,9.3,60
"136815",2021,1,1,21,992,"AMOUK05",51.9,4.1,NA,NA
"136863",2021,1,1,21,992,"WDG7520",48.7,237.5,7.2,140
"137181",2021,1,1,21,992,"WCE5063",41.6,288.6,0.5,300
"137928",2021,1,1,21,992,"WGAE",21.4,39.1,NA,NA
"137942",2021,1,1,21,992,"WDA7827",21.3,202.1,9.3,40
"138164",2021,1,1,21,992,"KAOU",-2.7,205.8,6.2,90
"143900",2021,1,1,22,992,"AMOUK05",51.9,4.1,NA,NA
"143944",2021,1,1,22,992,"WDG7520",48.7,237.5,10.8,160
"144253",2021,1,1,22,992,"WCE5063",41.6,288.6,1,120
"144976",2021,1,1,22,992,"WGAE",21.4,39.1,NA,NA
"144985",2021,1,1,22,992,"WDA7827",21.3,202.1,4.6,70
"145166",2021,1,1,22,992,"KAOU",-2.8,205.8,8.2,100
"150993",2021,1,1,23,992,"WDG7520",48.7,237.5,9.3,160
"151301",2021,1,1,23,992,"WCE5063",41.6,288.6,0,250
"152042",2021,1,1,23,992,"WGAE",21.5,39,NA,NA
"152056",2021,1,1,23,992,"WDA7827",21.3,202.1,5.1,70
"152239",2021,1,1,23,992,"KAOU",-3,205.8,8.7,90
"157990",2021,1,2,0,992,"AMOUK05",51.9,4.1,NA,NA
"158049",2021,1,2,0,992,"WDG7520",48.7,237.5,6.7,180
"158388",2021,1,2,0,992,"WCE5063",41.6,288.6,1,170
"159240",2021,1,2,0,992,"WGAE",21.6,38.8,NA,NA
"159256",2021,1,2,0,992,"WDA7827",21.3,202.1,3.6,50
"159515",2021,1,2,0,992,"KAOU",-3.2,205.8,7.7,90
"165300",2021,1,2,1,992,"AMOUK05",51.9,4.1,NA,NA
"165349",2021,1,2,1,992,"WDG7520",48.7,237.5,7.7,170
"166387",2021,1,2,1,992,"WGAE",21.7,38.6,NA,NA
"166402",2021,1,2,1,992,"WDA7827",21.3,202.1,7.7,40
"166586",2021,1,2,1,992,"KAOU",-3.4,205.9,8.2,90
"172288",2021,1,2,2,992,"AMOUK05",51.9,4.1,NA,NA
"172341",2021,1,2,2,992,"WDG7520",48.7,237.5,5.7,180
"172657",2021,1,2,2,992,"WCE5063",41.6,288.6,2.6,60
"173378",2021,1,2,2,992,"WGAE",21.9,38.6,NA,NA
"173395",2021,1,2,2,992,"WDA7827",21.3,202.1,6.2,60
"173588",2021,1,2,2,992,"KAOU",-3.6,205.9,8.7,100
"179300",2021,1,2,3,992,"AMOUK05",51.9,4.1,NA,NA
"179348",2021,1,2,3,992,"WDG7520",48.7,237.5,4.6,160
"179654",2021,1,2,3,992,"WCE5063",41.6,288.6,3.1,30
"180390",2021,1,2,3,992,"WGAE",22.2,38.5,NA,NA
"180412",2021,1,2,3,992,"WDA7827",21.3,202.1,7.2,60
"180639",2021,1,2,3,992,"KAOU",-3.8,205.9,8.2,90
"186342",2021,1,2,4,992,"AMOUK05",51.9,4.1,NA,NA
"186395",2021,1,2,4,992,"WDG7520",48.7,237.5,3.1,160
"186702",2021,1,2,4,992,"WCE5063",41.6,288.6,3.6,70
"187428",2021,1,2,4,992,"WGAE",22.4,38.5,NA,NA
"187454",2021,1,2,4,992,"WDA7827",21.3,202.1,3.6,50
"187655",2021,1,2,4,992,"KAOU",-4,206,7.2,90
"193414",2021,1,2,5,992,"AMOUK05",51.9,4.1,NA,NA
"193468",2021,1,2,5,992,"WDG7520",48.7,237.5,5.1,160
"193770",2021,1,2,5,992,"WCE5063",41.6,288.6,5.1,20
"194466",2021,1,2,5,992,"WGAE",22.6,38.4,NA,NA
"194488",2021,1,2,5,992,"WDA7827",21.3,202.1,6.2,60
"194694",2021,1,2,5,992,"KAOU",-4.2,206,8.2,80
"200457",2021,1,2,6,992,"AMOUK05",51.9,4.1,NA,NA
"200522",2021,1,2,6,992,"WDG7520",48.7,237.5,5.7,150
"200850",2021,1,2,6,992,"WCE5063",41.6,288.6,3.1,110
"201672",2021,1,2,6,992,"WGAE",22.9,38.4,NA,NA
"201706",2021,1,2,6,992,"WDA7827",21.3,202.1,6.2,40
"201988",2021,1,2,6,992,"KAOU",-4.4,206,8.7,90
"207714",2021,1,2,7,992,"AMOUK05",51.9,4.1,NA,NA
"207772",2021,1,2,7,992,"WDG7520",48.7,237.5,7.7,180
"208084",2021,1,2,7,992,"WCE5063",41.6,288.6,4.1,100
"208804",2021,1,2,7,992,"WGAE",23.1,38.4,NA,NA
"208829",2021,1,2,7,992,"WDA7827",21.3,202.1,6.2,40
"209024",2021,1,2,7,992,"KAOU",-4.6,206,8.7,90
"214761",2021,1,2,8,992,"AMOUK05",51.9,4.1,NA,NA
"214819",2021,1,2,8,992,"WDG7520",48.7,237.5,7.2,170
"215119",2021,1,2,8,992,"WCE5063",41.6,288.6,3.6,90
"215842",2021,1,2,8,992,"WGAE",23.3,38.4,NA,NA
"215863",2021,1,2,8,992,"WDA7827",21.3,202.1,7.7,40
"216055",2021,1,2,8,992,"KAOU",-4.8,206.1,7.7,80
"221829",2021,1,2,9,992,"AMOUK05",51.9,4.1,NA,NA
"221878",2021,1,2,9,992,"WDG7520",48.7,237.5,5.1,170
"222190",2021,1,2,9,992,"WCE5063",41.6,288.6,3.6,90
"222911",2021,1,2,9,992,"WGAE",23.5,38.4,NA,NA
"222940",2021,1,2,9,992,"WDA7827",21.3,202.1,6.2,50
"223161",2021,1,2,9,992,"KAOU",-5,206.1,7.7,80
"228903",2021,1,2,10,992,"AMOUK05",51.9,4.1,NA,NA
"228954",2021,1,2,10,992,"WDG7520",48.7,237.5,7.7,170
"229264",2021,1,2,10,992,"WCE5063",41.6,288.6,3.1,60
"229981",2021,1,2,10,992,"WGAE",23.7,38.4,NA,NA
"230008",2021,1,2,10,992,"WDA7827",21.3,202.1,6.2,60
"230205",2021,1,2,10,992,"KAOU",-5.2,206.1,8.7,70
"235894",2021,1,2,11,992,"AMOUK05",51.9,4.1,NA,NA
"235959",2021,1,2,11,992,"WDG7520",48.7,237.5,8.2,160
"236264",2021,1,2,11,992,"WCE5063",41.6,288.6,2.1,30
"237002",2021,1,2,11,992,"WGAE",23.8,38.2,NA,NA
"237035",2021,1,2,11,992,"WDA7827",21.3,202.1,7.2,60
"237235",2021,1,2,11,992,"KAOU",-5.4,206.2,7.7,60
"242956",2021,1,2,12,992,"AMOUK05",51.9,4.1,NA,NA
"243031",2021,1,2,12,992,"WDG7520",48.7,237.5,7.7,170
"244166",2021,1,2,12,992,"WGAE",23.9,38.2,NA,NA
"244213",2021,1,2,12,992,"WDA7827",21.3,202.1,9.3,50
"244499",2021,1,2,12,992,"KAOU",-5.6,206.2,7.7,80
"250185",2021,1,2,13,992,"AMOUK05",51.9,4.1,NA,NA
"250238",2021,1,2,13,992,"WDG7520",48.7,237.5,7.2,190
"250553",2021,1,2,13,992,"WCE5063",41.6,288.6,4.6,330
"251270",2021,1,2,13,992,"WGAE",23.9,38.2,NA,NA
"251299",2021,1,2,13,992,"WDA7827",21.3,202.1,6.2,70
"251491",2021,1,2,13,992,"KAOU",-5.8,206.2,7.7,60
"257164",2021,1,2,14,992,"AMOUK05",51.9,4.1,NA,NA
"257221",2021,1,2,14,992,"WDG7520",48.7,237.5,7.7,180
"257540",2021,1,2,14,992,"WCE5063",41.6,288.6,4.1,280
"258242",2021,1,2,14,992,"WGAE",23.9,38.2,NA,NA
"258271",2021,1,2,14,992,"WDA7827",21.3,202.1,5.1,50
"258469",2021,1,2,14,992,"KAOU",-6,206.2,8.7,70
"264189",2021,1,2,15,992,"AMOUK05",51.9,4.1,NA,NA
"264248",2021,1,2,15,992,"WDG7520",48.7,237.5,7.7,180
"264570",2021,1,2,15,992,"WCE5063",41.6,288.6,3.6,240
"265277",2021,1,2,15,992,"WGAE",23.9,38.2,NA,NA
"265310",2021,1,2,15,992,"WDA7827",21.3,202.1,3.6,90
"265550",2021,1,2,15,992,"KAOU",-6.1,206.3,9.3,70
"271224",2021,1,2,16,992,"AMOUK05",51.9,4.1,NA,NA
"271285",2021,1,2,16,992,"WDG7520",48.7,237.5,6.2,140
"271605",2021,1,2,16,992,"WCE5063",41.6,288.6,9.3,280
"272318",2021,1,2,16,992,"WGAE",23.9,38.2,NA,NA
"272348",2021,1,2,16,992,"WDA7827",21.3,202.1,4.1,50
"272552",2021,1,2,16,992,"KAOU",-6.3,206.3,8.7,80
"278242",2021,1,2,17,992,"AMOUK05",51.9,4.1,NA,NA
"278299",2021,1,2,17,992,"WDG7520",48.7,237.5,5.1,160
"278611",2021,1,2,17,992,"WCE5063",41.6,288.6,8.7,290
"279306",2021,1,2,17,992,"WGAE",23.9,38.2,NA,NA
"279342",2021,1,2,17,992,"WDA7827",21.3,202.1,4.1,50
"279555",2021,1,2,17,992,"KAOU",-6.5,206.3,9.3,70
"285275",2021,1,2,18,992,"AMOUK05",51.9,4.1,NA,NA
"285346",2021,1,2,18,992,"WDG7520",48.7,237.5,9.8,150
"285688",2021,1,2,18,992,"WCE5063",41.6,288.6,5.1,320
"286512",2021,1,2,18,992,"WGAE",23.9,38.2,NA,NA
"286556",2021,1,2,18,992,"WDA7827",21.3,202.1,4.6,50
"286832",2021,1,2,18,992,"KAOU",-6.5,206.4,8.2,120
"286837",2021,1,2,18,992,"KAOU",-6.7,206.4,8.7,70
"292646",2021,1,2,19,992,"AMOUK05",51.9,4.1,NA,NA
"292701",2021,1,2,19,992,"WDG7520",48.7,237.5,8.7,180
"293018",2021,1,2,19,992,"WCE5063",41.6,288.6,12.3,310
"293721",2021,1,2,19,992,"WGAE",23.9,38.2,NA,NA
"293756",2021,1,2,19,992,"WDA7827",21.3,202.1,5.7,50
"293983",2021,1,2,19,992,"KAOU",-6.9,206.4,8.7,70
"299770",2021,1,2,20,992,"AMOUK05",52.1,3.9,NA,NA
"299828",2021,1,2,20,992,"WDG7520",48.7,237.5,10.8,150
"300151",2021,1,2,20,992,"WCE5063",41.6,288.6,7.2,310
"300863",2021,1,2,20,992,"WGAE",23.9,38.2,NA,NA
"300895",2021,1,2,20,992,"WDA7827",21.3,202.1,5.7,60
"301089",2021,1,2,20,992,"KAOU",-7.1,206.4,9.3,70
"306904",2021,1,2,21,992,"AMOUK05",52.1,3.6,NA,NA
"306958",2021,1,2,21,992,"WDG7520",48.7,237.5,9.8,160
"307276",2021,1,2,21,992,"WCE5063",41.6,288.6,9.3,330
"307989",2021,1,2,21,992,"WGAE",23.9,38.2,NA,NA
"308023",2021,1,2,21,992,"WDA7827",21.3,202.1,5.7,50
"308253",2021,1,2,21,992,"KAOU",-7.3,206.4,8.2,70
"314058",2021,1,2,22,992,"AMOUK05",52.3,3.2,NA,NA
"314114",2021,1,2,22,992,"WDG7520",48.7,237.5,8.2,150
"314438",2021,1,2,22,992,"WCE5063",41.6,288.6,7.2,320
"315152",2021,1,2,22,992,"WGAE",23.9,38.2,NA,NA
"315183",2021,1,2,22,992,"WDA7827",21.3,202.1,5.1,60
"315405",2021,1,2,22,992,"KAOU",-7.5,206.5,8.7,60
"321179",2021,1,2,23,992,"AMOUK05",52.4,2.9,NA,NA
"321253",2021,1,2,23,992,"WDG7520",48.7,237.5,7.7,150
"321570",2021,1,2,23,992,"WCE5063",41.6,288.6,5.7,330
"322286",2021,1,2,23,992,"WGAE",23.9,38.2,NA,NA
"322319",2021,1,2,23,992,"WDA7827",21.3,202.1,5.7,50
"322518",2021,1,2,23,992,"KAOU",-7.7,206.5,8.2,60
"328318",2021,1,3,0,992,"AMOUK05",52.6,2.5,NA,NA
"328395",2021,1,3,0,992,"WDG7520",48.7,237.5,8.7,160
"328738",2021,1,3,0,992,"WCE5063",41.6,288.6,4.1,310
"329547",2021,1,3,0,992,"WGAE",23.9,38.2,NA,NA
"329588",2021,1,3,0,992,"WDA7827",21.3,202.1,7.2,50
"329879",2021,1,3,0,992,"KAOU",-7.7,206.6,5.7,110
"329881",2021,1,3,0,992,"KAOU",-7.8,206.5,7.2,70
"335682",2021,1,3,1,992,"AMOUK05",52.7,2.2,NA,NA
"335742",2021,1,3,1,992,"WDG7520",48.7,237.5,12.3,180
"336060",2021,1,3,1,992,"WCE5063",41.6,288.6,7.7,340
"336778",2021,1,3,1,992,"WGAE",23.9,38.2,NA,NA
"336808",2021,1,3,1,992,"WDA7827",21.3,202.1,5.7,70
"337025",2021,1,3,1,992,"KAOU",-8,206.6,7.7,60
"342803",2021,1,3,2,992,"AMOUK05",52.8,1.8,NA,NA
"342867",2021,1,3,2,992,"WDG7520",48.7,237.5,7.2,190
"343185",2021,1,3,2,992,"WCE5063",41.6,288.6,5.1,350
"343893",2021,1,3,2,992,"WGAE",23.9,38.2,NA,NA
"343925",2021,1,3,2,992,"WDA7827",21.3,202.1,5.1,60
"344151",2021,1,3,2,992,"KAOU",-8.2,206.6,7.2,70
"349952",2021,1,3,3,992,"AMOUK05",53,1.5,NA,NA
"350022",2021,1,3,3,992,"WDG7520",48.7,237.5,5.7,170
"350340",2021,1,3,3,992,"WCE5063",41.6,288.6,4.6,340
"351053",2021,1,3,3,992,"WGAE",23.9,38.2,NA,NA
"351085",2021,1,3,3,992,"WDA7827",21.3,202.1,7.2,50
"351341",2021,1,3,3,992,"KAOU",-8.4,206.6,7.2,70
"357085",2021,1,3,4,992,"AMOUK05",53.2,1.2,NA,NA
"357161",2021,1,3,4,992,"WDG7520",48.7,237.5,5.7,220
"357477",2021,1,3,4,992,"WCE5063",41.6,288.6,2.6,340
"358169",2021,1,3,4,992,"WGAE",23.9,38.2,NA,NA
"358208",2021,1,3,4,992,"WDA7827",21.3,202.1,6.2,40
"358456",2021,1,3,4,992,"KAOU",-8.6,206.6,5.7,80
"364189",2021,1,3,5,992,"AMOUK05",53.4,0.8,NA,NA
"364273",2021,1,3,5,992,"WDG7520",48.7,237.5,4.1,150
"364584",2021,1,3,5,992,"WCE5063",41.6,288.6,3.1,330
"365315",2021,1,3,5,992,"WGAE",23.9,38.2,NA,NA
"365345",2021,1,3,5,992,"WDA7827",21.3,202.1,4.1,60
"365581",2021,1,3,5,992,"KAOU",-8.8,206.7,7.2,70
"371378",2021,1,3,6,992,"AMOUK05",53.5,0.4,NA,NA
"371482",2021,1,3,6,992,"WDG7520",48.7,237.5,3.6,140
"371827",2021,1,3,6,992,"WCE5063",41.6,288.6,1.5,340
"372662",2021,1,3,6,992,"WGAE",23.9,38.2,NA,NA
"372700",2021,1,3,6,992,"WDA7827",21.3,202.1,8.2,60
"373027",2021,1,3,6,992,"KAOU",-9,206.7,7.2,70
"378767",2021,1,3,7,992,"AMOUK05",53.6,0,NA,NA
"378876",2021,1,3,7,992,"WDG7520",48.7,237.5,2.1,130
"379201",2021,1,3,7,992,"WCE5063",41.6,288.6,6.7,10
"379904",2021,1,3,7,992,"WGAE",23.9,38.1,NA,NA
"379938",2021,1,3,7,992,"WDA7827",21.3,202.1,4.1,50
"380184",2021,1,3,7,992,"KAOU",-9.2,206.7,7.7,60
"385853",2021,1,3,8,992,"AMOUK05",53.7,359.7,NA,NA
"385964",2021,1,3,8,992,"WDG7520",48.7,237.5,4.6,150
"386270",2021,1,3,8,992,"WCE5063",41.6,288.6,2.6,340
"386976",2021,1,3,8,992,"WGAE",24,37.9,NA,NA
"387007",2021,1,3,8,992,"WDA7827",21.3,202.1,1,30
"387234",2021,1,3,8,992,"KAOU",-9.4,206.8,5.1,80
"392905",2021,1,3,9,992,"AMOUK05",53.7,359.7,NA,NA
"393007",2021,1,3,9,992,"WDG7520",48.7,237.5,2.6,120
"393326",2021,1,3,9,992,"WCE5063",41.6,288.6,3.6,350
"394040",2021,1,3,9,992,"WGAE",24,37.7,NA,NA
"394073",2021,1,3,9,992,"WDA7827",21.3,202.1,2.1,80
"394325",2021,1,3,9,992,"KAOU",-9.6,206.8,5.7,100
"400012",2021,1,3,10,992,"AMOUK05",53.7,359.7,NA,NA
"400116",2021,1,3,10,992,"WDG7520",48.7,237.5,3.1,120
"400419",2021,1,3,10,992,"WCE5063",41.6,288.6,2.6,340
"401132",2021,1,3,10,992,"WGAE",24,37.4,NA,NA
"401162",2021,1,3,10,992,"WDA7827",21.3,202.1,2.6,70
"401399",2021,1,3,10,992,"KAOU",-9.8,206.8,7.2,90
"407031",2021,1,3,11,992,"AMOUK05",53.7,359.7,NA,NA
"407148",2021,1,3,11,992,"WDG7520",48.7,237.5,2.6,140
"407466",2021,1,3,11,992,"WCE5063",41.6,288.6,3.6,360
"408253",2021,1,3,11,992,"WGAE",24.2,37.2,6.2,330
"408286",2021,1,3,11,992,"WDA7827",21.3,202.1,4.1,60
"408507",2021,1,3,11,992,"KAOU",-10,206.8,5.7,90
"414130",2021,1,3,12,992,"AMOUK05",53.7,359.7,NA,NA
"414254",2021,1,3,12,992,"WDG7520",48.7,237.5,5.7,170
"414586",2021,1,3,12,992,"WCE5063",41.6,288.6,6.7,20
"415396",2021,1,3,12,992,"WGAE",24.4,36.9,8.2,320
"415449",2021,1,3,12,992,"WDA7827",21.3,202.1,4.6,50
"415758",2021,1,3,12,992,"KAOU",-10,206.9,8.2,130
"415760",2021,1,3,12,992,"KAOU",-10.2,206.9,5.1,100
"421388",2021,1,3,13,992,"AMOUK05",53.7,359.7,NA,NA
"421501",2021,1,3,13,992,"WDG7520",48.7,237.5,6.2,180
"421810",2021,1,3,13,992,"WCE5063",41.6,288.6,5.7,30
"422508",2021,1,3,13,992,"WGAE",24.6,36.7,8.2,330
"422548",2021,1,3,13,992,"WDA7827",21.3,202.1,3.6,60
"422771",2021,1,3,13,992,"KAOU",-10.3,206.9,5.1,80
"428325",2021,1,3,14,992,"AMOUK05",53.7,359.7,NA,NA
"428437",2021,1,3,14,992,"WDG7520",48.7,237.5,4.6,140
"428748",2021,1,3,14,992,"WCE5063",41.6,288.6,6.2,30
"429429",2021,1,3,14,992,"WGAE",24.8,36.5,7.7,330
"429477",2021,1,3,14,992,"WDA7827",21.3,202.1,4.6,70
"429699",2021,1,3,14,992,"KAOU",-10.5,206.9,6.7,90
"435318",2021,1,3,15,992,"AMOUK05",53.7,359.7,NA,NA
"435424",2021,1,3,15,992,"WDG7520",48.7,237.5,4.6,160
"435746",2021,1,3,15,992,"WCE5063",41.6,288.6,3.1,20
"436437",2021,1,3,15,992,"WGAE",25.1,36.3,5.1,320
"436496",2021,1,3,15,992,"WDA7827",21.3,202.1,4.1,60
"436757",2021,1,3,15,992,"KAOU",-10.7,207,7.2,90
"442385",2021,1,3,16,992,"AMOUK05",53.7,359.7,NA,NA
"442497",2021,1,3,16,992,"WDG7520",48.7,237.5,3.6,130
"442809",2021,1,3,16,992,"WCE5063",41.6,288.6,5.1,20
"443438",2021,1,3,16,992,"WGAE",25.3,36.1,NA,NA
"443520",2021,1,3,16,992,"WDA7827",21.3,202.1,6.2,70
"443740",2021,1,3,16,992,"KAOU",-10.9,207,6.7,80
"449367",2021,1,3,17,992,"AMOUK05",53.7,359.7,NA,NA
"449476",2021,1,3,17,992,"WDG7520",48.7,237.5,3.6,190
