"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"71829","02063H",1878,7,25,2,-27.5,-28.5,192,1,0,"01010156",20,21,4.6,360,NA,2,0,1878-07-25 02:00:00,1878-07-25 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71834","02064R",1878,7,25,6,-27.5,-28.5,192,1,0,"01010156",19.8,20,4.6,23,NA,1,0,1878-07-25 06:00:00,1878-07-25 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71837","020660",1878,7,25,10,-27.5,-28.5,192,1,0,"01010156",18.7,19.2,4.6,360,NA,0,0,1878-07-25 10:00:00,1878-07-25 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71847","02067G",1878,7,25,14,-27.5,-27.5,192,1,0,"01010156",18.8,19.3,4.6,45,NA,0,0,1878-07-25 14:00:00,1878-07-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71854","02068T",1878,7,25,18,-26.5,-27.5,192,1,0,"01010156",18,19.3,4.6,45,NA,0,0,1878-07-25 18:00:00,1878-07-25 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71860","0206A7",1878,7,25,22,-26.5,-27.5,192,1,0,"01010156",20.5,19.8,2.6,360,NA,0,0,1878-07-25 22:00:00,1878-07-25 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71862","0206BC",1878,7,26,2,-26.5,-27.5,192,1,0,"01010156",20,21,1,360,NA,2,0,1878-07-26 02:00:00,1878-07-26 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71867","0206CS",1878,7,26,6,-26.5,-27.5,192,1,0,"01010156",20.3,21.5,1,338,NA,1,0,1878-07-26 06:00:00,1878-07-26 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71870","0206E5",1878,7,26,10,-25.5,-27.5,192,1,0,"01010156",20.3,21.3,1,293,NA,0,0,1878-07-26 10:00:00,1878-07-26 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01010156","01010156",NA
"71879","0206FU",1878,7,26,14,-25.5,-27.5,192,1,0,"01010156",20,21,0,361,NA,0,0,1878-07-26 14:00:00,1878-07-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01010156","01010156",NA
"71887","0206HA",1878,7,26,18,-25.5,-27.5,192,1,0,"01010156",20.2,21.2,0,361,NA,0,0,1878-07-26 18:00:00,1878-07-26 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01010156","01010156",NA
"71893","0206IP",1878,7,26,22,-25.5,-27.5,192,1,0,"01010156",20,20,1,23,NA,0,0,1878-07-26 22:00:00,1878-07-26 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01010156","01010156",NA
"71895","0206K3",1878,7,27,2,-25.5,-27.5,192,1,0,"01010156",20.2,21.5,1,23,NA,2,0,1878-07-27 02:00:00,1878-07-27 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01010156","01010156",NA
"71900","0206LE",1878,7,27,6,-26.5,-27.5,192,1,0,"01010156",20.2,21.8,0,361,NA,2,0,1878-07-27 06:00:00,1878-07-27 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71903","0206MP",1878,7,27,10,-26.5,-27.5,192,1,0,"01010156",20,20,0,361,NA,2,0,1878-07-27 10:00:00,1878-07-27 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71912","0206O7",1878,7,27,14,-26.5,-27.5,192,1,0,"01010156",20,19.8,1,23,NA,2,0,1878-07-27 14:00:00,1878-07-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71921","0206PS",1878,7,27,18,-26.5,-27.5,192,1,0,"01010156",20,19.5,1,23,NA,2,0,1878-07-27 18:00:00,1878-07-27 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71927","0206R5",1878,7,27,22,-26.5,-27.5,192,1,0,"01010156",20.2,18.9,1,23,NA,2,0,1878-07-27 22:00:00,1878-07-27 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71929","0206SI",1878,7,28,2,-26.5,-27.5,192,1,0,"01010156",20.5,21,1,45,NA,1,0,1878-07-28 02:00:00,1878-07-28 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71934","0206TV",1878,7,28,6,-26.5,-27.5,192,1,0,"01010156",20,19.5,2.6,45,NA,2,0,1878-07-28 06:00:00,1878-07-28 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71937","0206V6",1878,7,28,10,-26.5,-27.5,192,1,0,"01010156",20,19.5,2.6,45,NA,2,0,1878-07-28 10:00:00,1878-07-28 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71945","0206WN",1878,7,28,14,-26.5,-27.5,192,1,0,"01010156",20,19.5,4.6,68,NA,2,0,1878-07-28 14:00:00,1878-07-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71954","0206Y4",1878,7,28,18,-26.5,-26.5,192,1,0,"01010156",19.8,19.3,4.6,68,NA,3,0,1878-07-28 18:00:00,1878-07-28 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71960","0206ZG",1878,7,28,22,-26.5,-26.5,192,1,0,"01010156",20.8,19.8,6.7,90,NA,4,0,1878-07-28 22:00:00,1878-07-28 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-26.5,"01010156","01010156",NA
"71962","02070L",1878,7,29,2,-27.5,-26.5,192,1,0,"01010156",20.3,21,6.7,90,NA,4,0,1878-07-29 02:00:00,1878-07-29 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71966","02071S",1878,7,29,6,-27.5,-25.5,192,1,0,"01010156",20.7,20.7,6.7,90,NA,4,0,1878-07-29 06:00:00,1878-07-29 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71969","020734",1878,7,29,10,-27.5,-25.5,192,1,0,"01010156",20.5,19.8,6.7,90,NA,3,0,1878-07-29 10:00:00,1878-07-29 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71979","02074M",1878,7,29,14,-27.5,-25.5,192,1,0,"01010156",20.4,19.6,6.7,68,NA,3,0,1878-07-29 14:00:00,1878-07-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71984","020755",1878,7,29,16,-27.5,-25.5,192,1,0,"01010156",20.4,19.5,4.6,68,NA,5,0,1878-07-29 16:00:00,1878-07-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71992","020779",1878,7,29,22,-27.5,-24.5,192,1,0,"01010156",20.6,20.5,4.6,68,NA,4,0,1878-07-29 22:00:00,1878-07-29 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01010156","01010156",NA
"71994","02078H",1878,7,30,2,-28.5,-24.5,192,1,0,"01010156",21.2,22,6.7,293,NA,2,0,1878-07-30 02:00:00,1878-07-30 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"71998","02079T",1878,7,30,6,-28.5,-24.5,192,1,0,"01010156",21,20.5,6.7,293,NA,2,0,1878-07-30 06:00:00,1878-07-30 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72001","0207B4",1878,7,30,10,-28.5,-23.5,192,1,0,"01010156",21,20.3,6.7,293,NA,3,0,1878-07-30 10:00:00,1878-07-30 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72012","0207CN",1878,7,30,14,-28.5,-23.5,192,1,0,"01010156",21,20,6.7,293,NA,4,0,1878-07-30 14:00:00,1878-07-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72021","0207E3",1878,7,30,18,-28.5,-23.5,192,1,0,"01010156",21,20,6.7,248,NA,2,0,1878-07-30 18:00:00,1878-07-30 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72026","0207FH",1878,7,30,22,-28.5,-22.5,192,1,0,"01010156",21.5,21.5,9.3,113,NA,4,0,1878-07-30 22:00:00,1878-07-30 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72028","0207GQ",1878,7,31,2,-28.5,-22.5,192,1,0,"01010156",22,22,9.3,248,NA,4,0,1878-07-31 02:00:00,1878-07-31 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72032","0207I3",1878,7,31,6,-28.5,-22.5,192,1,0,"01010156",21.5,21.5,9.3,248,NA,3,0,1878-07-31 06:00:00,1878-07-31 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-28.5,"01010156","01010156",NA
"72035","0207JH",1878,7,31,10,-29.5,-21.5,192,1,0,"01010156",21.2,21,9.3,248,NA,2,0,1878-07-31 10:00:00,1878-07-31 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72047","0207L3",1878,7,31,14,-29.5,-21.5,192,1,0,"01010156",21.2,21,6.7,270,NA,3,0,1878-07-31 14:00:00,1878-07-31 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72055","0207MF",1878,7,31,18,-29.5,-21.5,192,1,0,"01010156",21.4,21.2,12.3,248,NA,8,0,1878-07-31 18:00:00,1878-07-31 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72060","0207NP",1878,7,31,22,-29.5,-20.5,192,1,0,"01010156",22.5,21.5,6.7,248,NA,6,0,1878-07-31 22:00:00,1878-07-31 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72062","0207OU",1878,8,1,2,-29.5,-20.5,192,1,0,"01010156",21.8,20.9,6.7,113,NA,4,0,1878-08-01 02:00:00,1878-08-01 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72065","0207PZ",1878,8,1,6,-29.5,-19.5,192,1,0,"01010156",21.9,21.4,6.7,113,NA,3,0,1878-08-01 06:00:00,1878-08-01 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72068","0207R4",1878,8,1,10,-29.5,-19.5,192,1,0,"01010156",22,21.5,6.7,113,NA,4,0,1878-08-01 10:00:00,1878-08-01 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72080","0207SI",1878,8,1,14,-29.5,-18.5,192,1,0,"01010156",22,22,9.3,135,NA,6,0,1878-08-01 14:00:00,1878-08-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72089","0207TO",1878,8,1,18,-29.5,-18.5,192,1,0,"01010156",21.4,21.3,9.3,90,NA,6,0,1878-08-01 18:00:00,1878-08-01 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72095","0207UU",1878,8,1,22,-29.5,-18.5,192,1,0,"01010156",21.3,21,9.3,90,NA,2,0,1878-08-01 22:00:00,1878-08-01 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72097","0207VT",1878,8,2,2,-29.5,-17.5,192,1,0,"01010156",21.2,21,9.3,90,NA,2,0,1878-08-02 02:00:00,1878-08-02 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72100","0207WV",1878,8,2,6,-29.5,-17.5,192,1,0,"01010156",21.2,21.2,9.3,90,NA,2,0,1878-08-02 06:00:00,1878-08-02 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72103","0207XZ",1878,8,2,10,-29.5,-16.5,192,1,0,"01010156",22.3,22,9.3,90,NA,5,0,1878-08-02 10:00:00,1878-08-02 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72117","0207ZI",1878,8,2,14,-29.5,-16.5,192,1,0,"01010156",22.5,23.3,12.3,90,NA,6,0,1878-08-02 14:00:00,1878-08-02 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72125","02080O",1878,8,2,18,-29.5,-15.5,192,1,0,"01010156",22.5,22.5,12.3,68,NA,3,0,1878-08-02 18:00:00,1878-08-02 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72131","02081X",1878,8,2,22,-29.5,-15.5,192,1,0,"01010156",22.3,22,12.3,90,NA,8,0,1878-08-02 22:00:00,1878-08-02 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72133","020830",1878,8,3,2,-29.5,-15.5,192,1,0,"01010156",22,22,12.3,90,NA,4,0,1878-08-03 02:00:00,1878-08-03 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72136","020847",1878,8,3,6,-29.5,-14.5,192,1,0,"01010156",22,22,9.3,90,NA,6,0,1878-08-03 06:00:00,1878-08-03 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72139","02085A",1878,8,3,10,-29.5,-14.5,192,1,0,"01010156",23.5,22.5,9.3,90,NA,5,0,1878-08-03 10:00:00,1878-08-03 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72152","02086S",1878,8,3,14,-29.5,-13.5,192,1,0,"01010156",23.5,22.5,6.7,90,NA,6,0,1878-08-03 14:00:00,1878-08-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72160","020883",1878,8,3,18,-29.5,-13.5,192,1,0,"01010156",23.5,22.5,6.7,90,NA,6,0,1878-08-03 18:00:00,1878-08-03 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"72166","02089B",1878,8,3,22,-29.5,-13.5,192,1,0,"01010156",23.4,22.5,6.7,113,NA,6,0,1878-08-03 22:00:00,1878-08-03 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01010156","01010156",NA
"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"70030","01ZRVA",1878,5,16,2,-33.5,-16.5,192,1,0,"01010157",26.4,26.4,9.3,90,NA,1,0,1878-05-16 02:00:00,1878-05-16 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-33.5,"01010157","01010157",NA
"70036","01ZRWC",1878,5,16,6,-33.5,-16.5,192,1,0,"01010157",26.2,26.2,9.3,90,NA,2,0,1878-05-16 06:00:00,1878-05-16 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-33.5,"01010157","01010157",NA
"70038","01ZRX7",1878,5,16,10,-34.5,-17.5,192,1,0,"01010157",27.8,27.2,4.6,45,NA,2,0,1878-05-16 10:00:00,1878-05-16 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70050","01ZRYD",1878,5,16,14,-34.5,-17.5,192,1,0,"01010157",27.3,29.3,2.6,23,NA,2,0,1878-05-16 14:00:00,1878-05-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70056","01ZRZE",1878,5,16,18,-34.5,-17.5,192,1,0,"01010157",27,29,2.6,23,NA,2,0,1878-05-16 18:00:00,1878-05-16 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70058","01ZS0C",1878,5,16,22,-34.5,-18.5,192,1,0,"01010157",26.5,26.8,4.6,23,NA,2,0,1878-05-16 22:00:00,1878-05-16 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70060","01ZS1B",1878,5,17,2,-34.5,-18.5,192,1,0,"01010157",25.8,26.3,6.7,23,NA,3,0,1878-05-17 02:00:00,1878-05-17 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70066","01ZS2D",1878,5,17,6,-34.5,-18.5,192,1,0,"01010157",26.3,26,4.6,23,NA,1,0,1878-05-17 06:00:00,1878-05-17 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70068","01ZS3A",1878,5,17,10,-34.5,-18.5,192,1,0,"01010157",26.5,26.4,4.6,338,NA,2,0,1878-05-17 10:00:00,1878-05-17 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70080","01ZS4I",1878,5,17,14,-34.5,-19.5,192,1,0,"01010157",27,28.3,6.7,338,NA,2,0,1878-05-17 14:00:00,1878-05-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70086","01ZS5J",1878,5,17,18,-34.5,-19.5,192,1,0,"01010157",26,25,9.3,203,NA,6,0,1878-05-17 18:00:00,1878-05-17 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70087","01ZS6I",1878,5,17,22,-34.5,-19.5,192,1,0,"01010157",25,25,9.3,203,NA,6,0,1878-05-17 22:00:00,1878-05-17 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70089","01ZS7F",1878,5,18,2,-34.5,-19.5,192,1,0,"01010157",25.5,22.5,19,203,NA,6,0,1878-05-18 02:00:00,1878-05-18 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70096","01ZS8I",1878,5,18,6,-34.5,-19.5,192,1,0,"01010157",24.7,22.4,22.6,203,NA,8,0,1878-05-18 06:00:00,1878-05-18 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70098","01ZS9F",1878,5,18,10,-34.5,-19.5,192,1,0,"01010157",25.7,23.1,22.6,203,NA,8,0,1878-05-18 10:00:00,1878-05-18 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70109","01ZSAL",1878,5,18,14,-34.5,-19.5,192,1,0,"01010157",26,24.5,15.4,180,NA,8,0,1878-05-18 14:00:00,1878-05-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70115","01ZSBL",1878,5,18,18,-34.5,-19.5,192,1,0,"01010157",25.9,23.7,9.3,158,NA,8,0,1878-05-18 18:00:00,1878-05-18 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70117","01ZSCI",1878,5,18,22,-34.5,-19.5,192,1,0,"01010157",26,24.5,6.7,158,NA,8,0,1878-05-18 22:00:00,1878-05-18 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70119","01ZSDE",1878,5,19,2,-34.5,-20.5,192,1,0,"01010157",25,24.6,6.7,135,NA,6,0,1878-05-19 02:00:00,1878-05-19 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70126","01ZSEF",1878,5,19,6,-34.5,-20.5,192,1,0,"01010157",25.2,24.8,9.3,135,NA,8,0,1878-05-19 06:00:00,1878-05-19 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70128","01ZSFB",1878,5,19,10,-34.5,-20.5,192,1,0,"01010157",25,24.3,12.3,158,NA,5,0,1878-05-19 10:00:00,1878-05-19 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01010157","01010157",NA
"70138","01ZSGF",1878,5,19,14,-35.5,-20.5,192,1,0,"01010157",24.5,23.5,12.3,158,NA,8,0,1878-05-19 14:00:00,1878-05-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01010157","01010157",NA
"70143","01ZSHG",1878,5,19,18,-35.5,-20.5,192,1,0,"01010157",25.5,24.5,12.3,158,NA,8,0,1878-05-19 18:00:00,1878-05-19 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01010157","01010157",NA
"70145","01ZSIB",1878,5,19,22,-35.5,-20.5,192,1,0,"01010157",24,24.7,12.3,158,NA,3,0,1878-05-19 22:00:00,1878-05-19 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01010157","01010157",NA
"70147","01ZSJ6",1878,5,20,2,-35.5,-20.5,192,1,0,"01010157",25,24.5,9.3,135,NA,4,0,1878-05-20 02:00:00,1878-05-20 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01010157","01010157",NA
"70153","01ZSK6",1878,5,20,6,-36.5,-21.5,192,1,0,"01010157",24.8,24.2,9.3,135,NA,4,0,1878-05-20 06:00:00,1878-05-20 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-36.5,"01010157","01010157",NA
"70155","01ZSL1",1878,5,20,10,-36.5,-21.5,192,1,0,"01010157",24.7,24.7,9.3,135,NA,4,0,1878-05-20 10:00:00,1878-05-20 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-36.5,"01010157","01010157",NA
"70164","01ZSM1",1878,5,20,14,-36.5,-21.5,192,1,0,"01010157",25.5,24.8,9.3,135,NA,3,0,1878-05-20 14:00:00,1878-05-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-36.5,"01010157","01010157",NA
"70170","01ZSN0",1878,5,20,18,-36.5,-21.5,192,1,0,"01010157",25,24.7,15.4,158,NA,3,0,1878-05-20 18:00:00,1878-05-20 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-36.5,"01010157","01010157",NA
"70172","01ZSNU",1878,5,20,22,-37.5,-22.5,192,1,0,"01010157",24.7,24.3,9.3,158,NA,4,0,1878-05-20 22:00:00,1878-05-20 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01010157","01010157",NA
"70174","01ZSON",1878,5,21,2,-37.5,-22.5,192,1,0,"01010157",24,23.7,6.7,135,NA,3,0,1878-05-21 02:00:00,1878-05-21 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01010157","01010157",NA
"70179","01ZSPM",1878,5,21,6,-37.5,-22.5,192,1,0,"01010157",24.3,22.6,9.3,158,NA,4,0,1878-05-21 06:00:00,1878-05-21 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01010157","01010157",NA
"70182","01ZSQL",1878,5,21,10,-37.5,-22.5,192,1,0,"01010157",24.9,23.5,6.7,158,NA,3,0,1878-05-21 10:00:00,1878-05-21 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01010157","01010157",NA
"70193","01ZSS2",1878,5,21,15,-38.5,-22.5,192,1,0,"01010157",24.5,24.5,4.6,158,NA,3,0,1878-05-21 15:00:00,1878-05-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01010157","01010157",NA
"70197","01ZST2",1878,5,21,19,-38.5,-23.5,192,1,0,"01010157",24.3,23.8,6.7,158,NA,2,0,1878-05-21 19:00:00,1878-05-21 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01010157","01010157",NA
"70199","01ZSTY",1878,5,21,23,-38.5,-23.5,192,1,0,"01010157",24,23.2,6.7,158,NA,2,0,1878-05-21 23:00:00,1878-05-21 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01010157","01010157",NA
"70202","01ZSUW",1878,5,22,3,-39.5,-23.5,192,1,0,"01010157",23,22.4,6.7,135,NA,2,0,1878-05-22 03:00:00,1878-05-22 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01010157","01010157",NA
"70207","01ZSVX",1878,5,22,7,-39.5,-23.5,192,1,0,"01010157",23,22.5,6.7,135,NA,0,0,1878-05-22 07:00:00,1878-05-22 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01010157","01010157",NA
"70210","01ZSWW",1878,5,22,11,-39.5,-23.5,192,1,0,"01010157",24.2,23.7,4.6,180,NA,0,0,1878-05-22 11:00:00,1878-05-22 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01010157","01010157",NA
"70220","01ZSY2",1878,5,22,15,-39.5,-23.5,192,1,0,"01010157",25,25.3,4.6,180,NA,3,0,1878-05-22 15:00:00,1878-05-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01010157","01010157",NA
"70224","01ZSZ1",1878,5,22,19,-40.5,-24.5,192,1,0,"01010157",24.5,23.5,4.6,180,NA,2,0,1878-05-22 19:00:00,1878-05-22 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-40.5,"01010157","01010157",NA
"70226","01ZT00",1878,5,22,23,-40.5,-24.5,192,1,0,"01010157",24,22.8,4.6,180,NA,1,0,1878-05-22 23:00:00,1878-05-22 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-40.5,"01010157","01010157",NA
"70229","01ZT0X",1878,5,23,3,-40.5,-24.5,192,1,0,"01010157",24.7,22.7,4.6,135,NA,5,0,1878-05-23 03:00:00,1878-05-23 00:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-40.5,"01010157","01010157",NA
"70236","01ZT23",1878,5,23,7,-41.5,-24.5,192,1,0,"01010157",23.1,21.8,6.7,180,NA,1,0,1878-05-23 07:00:00,1878-05-23 04:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01010157","01010157",NA
"70238","01ZT33",1878,5,23,11,-41.5,-24.5,192,1,0,"01010157",23.2,21.7,6.7,180,NA,1,0,1878-05-23 11:00:00,1878-05-23 08:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01010157","01010157",NA
"70250","01ZT4E",1878,5,23,15,-41.5,-24.5,192,1,0,"01010157",22.8,25.2,6.7,180,NA,1,0,1878-05-23 15:00:00,1878-05-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01010157","01010157",NA
"70253","01ZT5D",1878,5,23,19,-41.5,-24.5,192,1,0,"01010157",24,23,6.7,180,NA,3,0,1878-05-23 19:00:00,1878-05-23 16:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01010157","01010157",NA
"70255","01ZT6E",1878,5,23,23,-42.5,-25.5,192,1,0,"01010157",22,21.5,12.3,180,NA,2,0,1878-05-23 23:00:00,1878-05-23 20:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-42.5,"01010157","01010157",NA
