"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"72149","02086O",1878,8,3,14,-30.5,-3.5,192,1,0,"01205719",25.4,27.5,12.3,135,NA,1,0,1878-08-03 14:00:00,1878-08-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-30.5,"01205719","01205719",NA
"72182","0208E6",1878,8,4,14,-32.5,-5.5,192,1,0,"01205719",26.2,27.7,9.3,135,NA,3,0,1878-08-04 14:00:00,1878-08-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-32.5,"01205719","01205719",NA
"72216","0208LK",1878,8,5,14,-33.5,-8.5,192,1,0,"01205719",25,27,12.3,135,NA,5,0,1878-08-05 14:00:00,1878-08-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-33.5,"01205719","01205719",NA
"72249","0208T1",1878,8,6,14,-34.5,-10.5,192,1,0,"01205719",25,26.4,9.3,135,NA,5,0,1878-08-06 14:00:00,1878-08-06 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01205719","01205719",NA
"72275","02090A",1878,8,7,14,-35.5,-13.5,192,1,0,"01205719",25.1,26,12.3,113,NA,5,0,1878-08-07 14:00:00,1878-08-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01205719","01205719",NA
"72300","02097X",1878,8,8,14,-36.5,-16.5,192,1,0,"01205719",24.1,25.4,12.3,113,NA,4,0,1878-08-08 14:00:00,1878-08-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-36.5,"01205719","01205719",NA
"72326","0209FW",1878,8,9,14,-37.5,-19.5,192,1,0,"01205719",24,25.5,6.7,90,NA,2,0,1878-08-09 14:00:00,1878-08-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01205719","01205719",NA
"72355","0209OE",1878,8,10,14,-37.5,-22.5,192,1,0,"01205719",23.3,24.4,9.3,68,NA,2,0,1878-08-10 14:00:00,1878-08-10 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01205719","01205719",NA
"72387","0209XM",1878,8,11,15,-39.5,-24.5,192,1,0,"01205719",22.8,24,12.3,23,NA,3,0,1878-08-11 15:00:00,1878-08-11 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01205719","01205719",NA
"72413","020A5U",1878,8,12,15,-41.5,-26.5,192,1,0,"01205719",22,22.3,2.6,315,NA,6,0,1878-08-12 15:00:00,1878-08-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01205719","01205719",NA
"72438","020ADY",1878,8,13,15,-42.5,-27.5,192,1,0,"01205719",18.7,17,15.4,158,NA,7,0,1878-08-13 15:00:00,1878-08-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-42.5,"01205719","01205719",NA
"72462","020AM3",1878,8,14,15,-44.5,-28.5,192,1,0,"01205719",17.1,17,12.3,203,NA,7,0,1878-08-14 15:00:00,1878-08-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-44.5,"01205719","01205719",NA
"72485","020ATX",1878,8,15,15,-45.5,-29.5,192,1,0,"01205719",19,18,12.3,203,NA,3,0,1878-08-15 15:00:00,1878-08-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-45.5,"01205719","01205719",NA
"72507","020B14",1878,8,16,15,-44.5,-29.5,192,1,0,"01205719",17.6,17.2,6.7,203,NA,5,0,1878-08-16 15:00:00,1878-08-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-44.5,"01205719","01205719",NA
"72531","020B8Y",1878,8,17,15,-45.5,-30.5,192,1,0,"01205719",19,17.2,9.3,135,NA,4,0,1878-08-17 15:00:00,1878-08-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-45.5,"01205719","01205719",NA
"72553","020BHF",1878,8,18,15,-48.5,-32.5,192,1,0,"01205719",18.3,17.8,12.3,23,NA,6,0,1878-08-18 15:00:00,1878-08-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-48.5,"01205719","01205719",NA
"72575","020BPO",1878,8,19,15,-51.5,-34.5,192,1,0,"01205719",14.8,18.5,6.7,293,NA,2,0,1878-08-19 15:00:00,1878-08-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-51.5,"01205719","01205719",NA
"72601","020BY0",1878,8,20,16,-57.5,-36.5,192,1,0,"01205719",13.5,12.4,6.7,135,NA,5,0,1878-08-20 16:00:00,1878-08-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-57.5,"01205719","01205719",NA
"72626","020C64",1878,8,21,16,-54.5,-38.5,192,1,0,"01205719",14.5,9,2.6,135,NA,0,0,1878-08-21 16:00:00,1878-08-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-54.5,"01205719","01205719",NA
"72651","020CEA",1878,8,22,16,-53.5,-40.5,192,1,0,"01205719",6,7,2.6,360,NA,7,0,1878-08-22 16:00:00,1878-08-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-53.5,"01205719","01205719",NA
"72677","020CMV",1878,8,23,16,-55.5,-41.5,192,1,0,"01205719",11.5,10.1,22.6,225,NA,3,0,1878-08-23 16:00:00,1878-08-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-55.5,"01205719","01205719",NA
"72702","020CVH",1878,8,24,16,-54.5,-42.5,192,1,0,"01205719",9.8,6.7,15.4,203,NA,3,0,1878-08-24 16:00:00,1878-08-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-54.5,"01205719","01205719",NA
"72726","020D41",1878,8,25,16,-54.5,-43.5,192,1,0,"01205719",10.2,7.7,15.4,180,NA,3,0,1878-08-25 16:00:00,1878-08-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-54.5,"01205719","01205719",NA
"72751","020DCG",1878,8,26,16,-55.5,-43.5,192,1,0,"01205719",9.9,9.2,4.6,270,NA,2,0,1878-08-26 16:00:00,1878-08-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-55.5,"01205719","01205719",NA
"72777","020DKH",1878,8,27,16,-57.5,-45.5,192,1,0,"01205719",4.2,6.1,15.4,315,NA,0,0,1878-08-27 16:00:00,1878-08-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-57.5,"01205719","01205719",NA
"72801","020DSN",1878,8,28,16,-59.5,-47.5,192,1,0,"01205719",4.8,7.9,9.3,338,NA,0,0,1878-08-28 16:00:00,1878-08-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-59.5,"01205719","01205719",NA
"72828","020E11",1878,8,29,16,-62.5,-48.5,192,1,0,"01205719",5.5,9.2,4.6,270,NA,0,0,1878-08-29 16:00:00,1878-08-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-62.5,"01205719","01205719",NA
"72855","020E8X",1878,8,30,16,-63.5,-50.5,192,10,0,"01205719",5.6,6.7,4.6,270,NA,6,0,1878-08-30 16:00:00,1878-08-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01205719","01205719",NA
"72882","020EH5",1878,8,31,16,-65.5,-52.5,192,10,0,"01205719",4.5,3.8,12.3,360,NA,7,0,1878-08-31 16:00:00,1878-08-31 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-65.5,"01205719","01205719",NA
"72910","020EPF",1878,9,1,16,-64.5,-54.5,192,10,0,"01205719",4.3,3.7,19,23,NA,8,0,1878-09-01 16:00:00,1878-09-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01205719","01205719",NA
"72937","020EX4",1878,9,2,16,-63.5,-55.5,192,10,0,"01205719",3.4,4.3,1,23,NA,5,0,1878-09-02 16:00:00,1878-09-02 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01205719","01205719",NA
"72964","020F4J",1878,9,3,16,-65.5,-56.5,192,10,0,"01205719",2.7,2.1,6.7,158,NA,3,0,1878-09-03 16:00:00,1878-09-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-65.5,"01205719","01205719",NA
"72994","020FC3",1878,9,4,17,-68.5,-56.5,192,10,0,"01205719",4.9,5,4.6,293,NA,6,0,1878-09-04 17:00:00,1878-09-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-68.5,"01205719","01205719",NA
"73021","020FJ6",1878,9,5,17,-69.5,-58.5,192,10,0,"01205719",3.5,6,15.4,248,NA,0,0,1878-09-05 17:00:00,1878-09-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-69.5,"01205719","01205719",NA
"73050","020FQU",1878,9,6,17,-70.5,-57.5,192,1,0,"0120",3.9,3.4,12.3,248,NA,5,0,1878-09-06 17:00:00,1878-09-06 12:00:00,"L","invalid","local",NA,NA,NA,NA,-70.5,NA,"01205719","01205719"
"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"66857","01Z57R",1878,1,7,14,-27.5,-24.5,192,1,0,"01205734",25.1,26.2,6.7,45,NA,3,0,1878-01-07 14:00:00,1878-01-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-27.5,"01205734","01205734",NA
"66883","01Z5DM",1878,1,8,14,-25.5,-27.5,192,1,0,"01205734",23.6,25.4,6.7,45,NA,4,0,1878-01-08 14:00:00,1878-01-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01205734","01205734",NA
"66906","01Z5JC",1878,1,9,14,-25.5,-30.5,192,1,0,"01205734",23,25.4,4.6,45,NA,2,0,1878-01-09 14:00:00,1878-01-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-25.5,"01205734","01205734",NA
"66929","01Z5P8",1878,1,10,13,-22.5,-32.5,192,1,0,"01205734",22,24,6.7,23,NA,2,0,1878-01-10 13:00:00,1878-01-10 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-22.5,"01205734","01205734",NA
"66956","01Z5VK",1878,1,11,13,-19.5,-34.5,192,1,0,"01205734",20,22.7,9.3,338,NA,4,0,1878-01-11 13:00:00,1878-01-11 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-19.5,"01205734","01205734",NA
"66981","01Z61P",1878,1,12,13,-16.5,-36.5,192,1,0,"01205734",16,20.6,9.3,315,NA,8,0,1878-01-12 13:00:00,1878-01-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-16.5,"01205734","01205734",NA
"67004","01Z67V",1878,1,13,13,-12.5,-38.5,192,1,0,"01205734",15,20,4.6,248,NA,0,0,1878-01-13 13:00:00,1878-01-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-12.5,"01205734","01205734",NA
"67029","01Z6E4",1878,1,14,13,-11.5,-38.5,192,1,0,"01205734",14.6,17,2.6,23,NA,6,0,1878-01-14 13:00:00,1878-01-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-11.5,"01205734","01205734",NA
"67053","01Z6KG",1878,1,15,13,-8.5,-39.5,192,1,0,"01205734",13.8,18,9.3,270,NA,6,0,1878-01-15 13:00:00,1878-01-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-8.5,"01205734","01205734",NA
"67079","01Z6QN",1878,1,16,12,-2.5,-39.5,192,1,0,"01205734",10.4,10.2,22.6,225,NA,5,0,1878-01-16 12:00:00,1878-01-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-2.5,"01205734","01205734",NA
"67108","01Z6WU",1878,1,17,12,1.5,-40.5,192,1,0,"01205734",10.7,11.7,6.7,270,NA,4,0,1878-01-17 12:00:00,1878-01-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,1.5,"01205734","01205734",NA
"67137","01Z73F",1878,1,18,12,5.5,-41.5,192,1,0,"01205734",12,13.5,12.3,293,NA,8,0,1878-01-18 12:00:00,1878-01-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,5.5,"01205734","01205734",NA
"67162","01Z7A1",1878,1,19,11,10.5,-42.5,192,1,0,"01205734",NA,13.4,12.3,293,NA,8,0,1878-01-19 11:00:00,1878-01-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,10.5,"01205734","01205734",NA
"67192","01Z7HE",1878,1,20,11,14.5,-42.5,192,1,0,"01205734",11.3,12.8,4.6,270,NA,8,0,1878-01-20 11:00:00,1878-01-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,14.5,"01205734","01205734",NA
"67218","01Z7OD",1878,1,21,11,18.5,-42.5,192,1,0,"01205734",10.2,14.4,6.7,293,NA,3,0,1878-01-21 11:00:00,1878-01-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,18.5,"01205734","01205734",NA
"67245","01Z7V0",1878,1,22,10,23.5,-42.5,192,1,0,"01205734",14.2,13.5,12.3,270,NA,6,0,1878-01-22 10:00:00,1878-01-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,23.5,"01205734","01205734",NA
"67272","01Z821",1878,1,23,10,28.5,-43.5,192,1,0,"01205734",11.5,12.5,15.4,338,NA,8,0,1878-01-23 10:00:00,1878-01-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,28.5,"01205734","01205734",NA
"67299","01Z894",1878,1,24,10,34.5,-43.5,192,1,0,"01205734",10.4,15.2,19,315,NA,6,0,1878-01-24 10:00:00,1878-01-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,34.5,"01205734","01205734",NA
"67324","01Z8F8",1878,1,25,9,39.5,-43.5,192,1,0,"01205734",8.8,13.3,12.3,360,NA,NA,0,1878-01-25 09:00:00,1878-01-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,39.5,"01205734","01205734",NA
"67349","01Z8LR",1878,1,26,9,43.5,-43.5,192,1,0,"01205734",9,12.2,6.7,248,NA,8,0,1878-01-26 09:00:00,1878-01-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,43.5,"01205734","01205734",NA
"67375","01Z8SB",1878,1,27,9,47.5,-43.5,192,1,0,"01205734",8,10.7,6.7,338,NA,8,0,1878-01-27 09:00:00,1878-01-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,47.5,"01205734","01205734",NA
"67401","01Z8Z9",1878,1,28,9,51.5,-43.5,192,1,0,"01205734",9,13.6,6.7,270,NA,NA,0,1878-01-28 09:00:00,1878-01-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,51.5,"01205734","01205734",NA
"67428","01Z96L",1878,1,29,8,54.5,-43.5,192,1,0,"01205734",10.8,14,9.3,23,NA,8,0,1878-01-29 08:00:00,1878-01-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,54.5,"01205734","01205734",NA
"67457","01Z9DD",1878,1,30,8,60.5,-43.5,192,1,0,"01205734",14.5,15.4,15.4,270,NA,6,0,1878-01-30 08:00:00,1878-01-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,60.5,"01205734","01205734",NA
"67486","01Z9JV",1878,1,31,8,65.5,-41.5,192,1,0,"01205734",14.4,13.5,19,225,NA,5,0,1878-01-31 08:00:00,1878-01-31 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,65.5,"01205734","01205734",NA
"67514","01Z9QQ",1878,2,1,7,69.5,-40.5,192,1,0,"01205734",15.3,14.4,1,180,NA,NA,0,1878-02-01 07:00:00,1878-02-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,69.5,"01205734","01205734",NA
"67542","01Z9XW",1878,2,2,7,71.5,-40.5,192,1,0,"01205734",14.7,15.7,9.3,338,NA,5,0,1878-02-02 07:00:00,1878-02-02 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,71.5,"01205734","01205734",NA
"67570","01ZA4Q",1878,2,3,7,75.5,-39.5,192,1,0,"01205734",15.5,18.5,0,361,NA,5,0,1878-02-03 07:00:00,1878-02-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,75.5,"01205734","01205734",NA
"67598","01ZABD",1878,2,4,7,77.5,-37.5,192,1,0,"01205734",17,16.3,22.6,113,NA,8,0,1878-02-04 07:00:00,1878-02-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,77.5,"01205734","01205734",NA
"67624","01ZAIE",1878,2,5,7,78.5,-36.5,192,1,0,"01205734",17,16.8,22.6,158,NA,8,0,1878-02-05 07:00:00,1878-02-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,78.5,"01205734","01205734",NA
"67649","01ZAPR",1878,2,6,7,81.5,-33.5,192,1,0,"01205734",18.8,18.4,12.3,180,NA,NA,0,1878-02-06 07:00:00,1878-02-06 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,81.5,"01205734","01205734",NA
"67673","01ZAXA",1878,2,7,6,83.5,-30.5,192,1,0,"01205734",21.5,20.2,6.7,113,NA,8,0,1878-02-07 06:00:00,1878-02-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,83.5,"01205734","01205734",NA
"67695","01ZB4E",1878,2,8,6,86.5,-27.5,192,1,0,"01205734",23.3,23,6.7,113,NA,4,0,1878-02-08 06:00:00,1878-02-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,86.5,"01205734","01205734",NA
"67719","01ZBCF",1878,2,9,6,87.5,-24.5,192,1,0,"01205734",25,25.7,9.3,135,NA,3,0,1878-02-09 06:00:00,1878-02-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"67743","01ZBJZ",1878,2,10,6,88.5,-21.5,192,1,0,"01205734",27,27,2.6,113,NA,5,0,1878-02-10 06:00:00,1878-02-10 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67763","01ZBQZ",1878,2,11,6,88.5,-18.5,192,1,0,"01205734",27,27.5,6.7,90,NA,NA,0,1878-02-11 06:00:00,1878-02-11 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67784","01ZBXZ",1878,2,12,6,88.5,-15.5,192,1,0,"01205734",26.9,28.4,6.7,113,NA,NA,0,1878-02-12 06:00:00,1878-02-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67806","01ZC4G",1878,2,13,6,88.5,-13.5,192,1,0,"01205734",28,28.8,1,113,NA,NA,0,1878-02-13 06:00:00,1878-02-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67829","01ZCBH",1878,2,14,6,88.5,-12.5,192,1,0,"01205734",28.8,30.8,1,158,NA,NA,0,1878-02-14 06:00:00,1878-02-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67853","01ZCIT",1878,2,15,6,88.5,-10.5,192,1,0,"01205734",28.5,28.5,6.7,180,NA,NA,0,1878-02-15 06:00:00,1878-02-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67876","01ZCQ1",1878,2,16,6,88.5,-10.5,192,1,0,"01205734",29,28.1,1,315,NA,NA,0,1878-02-16 06:00:00,1878-02-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"67899","01ZCWL",1878,2,17,6,87.5,-10.5,192,1,0,"01205734",29.3,29.3,1,293,NA,NA,0,1878-02-17 06:00:00,1878-02-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"67921","01ZD2S",1878,2,18,6,87.5,-9.5,192,1,0,"01205734",30.5,31,1,45,NA,4,0,1878-02-18 06:00:00,1878-02-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"67945","01ZD97",1878,2,19,6,87.5,-9.5,192,1,0,"01205734",30.5,31.6,1,180,NA,4,0,1878-02-19 06:00:00,1878-02-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"67968","01ZDFG",1878,2,20,6,87.5,-7.5,192,1,0,"01205734",30.4,30.5,1,45,NA,8,0,1878-02-20 06:00:00,1878-02-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"67992","01ZDM2",1878,2,21,6,87.5,-7.5,192,1,0,"01205734",29.2,27,1,45,NA,6,0,1878-02-21 06:00:00,1878-02-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"68014","01ZDSJ",1878,2,22,6,88.5,-6.5,192,1,0,"01205734",29.2,28.3,4.6,338,NA,8,0,1878-02-22 06:00:00,1878-02-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"68036","01ZDYP",1878,2,23,6,88.5,-5.5,192,1,0,"01205734",29,28.5,1,293,NA,4,0,1878-02-23 06:00:00,1878-02-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,88.5,"01205734","01205734",NA
"68058","01ZE51",1878,2,24,6,89.5,-5.5,192,1,0,"01205734",29.9,29.2,1,315,NA,5,0,1878-02-24 06:00:00,1878-02-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,89.5,"01205734","01205734",NA
"68079","01ZEBU",1878,2,25,6,89.5,-4.5,192,1,0,"01205734",30,31.9,0,361,NA,0,0,1878-02-25 06:00:00,1878-02-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,89.5,"01205734","01205734",NA
"68101","01ZEIA",1878,2,26,6,89.5,-3.5,192,1,0,"01205734",30.3,30.5,1,135,NA,4,0,1878-02-26 06:00:00,1878-02-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,89.5,"01205734","01205734",NA
"68124","01ZEOG",1878,2,27,6,89.5,-3.5,192,1,0,"01205734",30,29,1,315,NA,4,0,1878-02-27 06:00:00,1878-02-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,89.5,"01205734","01205734",NA
"68146","01ZEUO",1878,2,28,6,90.5,-2.5,192,1,0,"01205734",30.5,31.5,2.6,180,NA,4,0,1878-02-28 06:00:00,1878-02-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,90.5,"01205734","01205734",NA
"68168","01ZF1C",1878,3,1,6,90.5,-0.5,192,1,0,"01205734",30,29.8,6.7,180,NA,4,0,1878-03-01 06:00:00,1878-03-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,90.5,"01205734","01205734",NA
"69915","01ZR8E",1878,5,12,6,93.5,-1.5,192,1,0,"01205734",29.5,29,6.7,293,NA,4,0,1878-05-12 06:00:00,1878-05-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,93.5,"01205734","01205734",NA
"69943","01ZREB",1878,5,13,6,93.5,-3.5,192,1,0,"01205734",29.6,30,1,248,NA,3,0,1878-05-13 06:00:00,1878-05-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,93.5,"01205734","01205734",NA
"69972","01ZRKA",1878,5,14,6,94.5,-4.5,192,1,0,"01205734",29.5,30,1,180,NA,6,0,1878-05-14 06:00:00,1878-05-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,94.5,"01205734","01205734",NA
"70002","01ZRPY",1878,5,15,6,93.5,-4.5,192,1,0,"01205734",29.5,29.8,0,361,NA,4,0,1878-05-15 06:00:00,1878-05-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,93.5,"01205734","01205734",NA
"70033","01ZRW8",1878,5,16,6,93.5,-5.5,192,1,0,"01205734",28.5,29,4.6,158,NA,4,0,1878-05-16 06:00:00,1878-05-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,93.5,"01205734","01205734",NA
"70063","01ZS29",1878,5,17,6,93.5,-5.5,192,1,0,"01205734",28,29,NA,NA,NA,8,0,1878-05-17 06:00:00,1878-05-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,93.5,"01205734","01205734",NA
"70092","01ZS8E",1878,5,18,6,91.5,-6.5,192,1,0,"01205735",29,29,6.7,135,NA,4,0,1878-05-18 06:00:00,1878-05-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,91.5,"01205734","01205734",NA
"70122","01ZSEA",1878,5,19,6,89.5,-9.5,192,1,0,"01205735",28.8,28.5,9.3,135,NA,6,0,1878-05-19 06:00:00,1878-05-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,89.5,"01205734","01205734",NA
"70151","01ZSK3",1878,5,20,6,87.5,-10.5,192,1,0,"01205735",28.2,28.5,9.3,113,NA,NA,0,1878-05-20 06:00:00,1878-05-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,87.5,"01205734","01205734",NA
"70177","01ZSPK",1878,5,21,6,85.5,-12.5,192,1,0,"01205735",26.8,25.7,6.7,113,NA,NA,0,1878-05-21 06:00:00,1878-05-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,85.5,"01205734","01205734",NA
"70204","01ZSVK",1878,5,22,6,83.5,-14.5,192,1,0,"01205735",27,27,12.3,113,NA,NA,0,1878-05-22 06:00:00,1878-05-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,83.5,"01205734","01205734",NA
"70235","01ZT22",1878,5,23,7,80.5,-16.5,192,1,0,"01205735",26.2,26,9.3,90,NA,NA,0,1878-05-23 07:00:00,1878-05-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,80.5,"01205734","01205734",NA
"70265","01ZT8I",1878,5,24,7,77.5,-18.5,192,1,0,"01205735",27,26.8,9.3,113,NA,NA,0,1878-05-24 07:00:00,1878-05-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,77.5,"01205734","01205734",NA
"70294","01ZTF3",1878,5,25,7,74.5,-19.5,192,1,0,"01205735",NA,27,6.7,90,NA,NA,0,1878-05-25 07:00:00,1878-05-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,74.5,"01205734","01205734",NA
"70329","01ZTMU",1878,5,26,7,73.5,-20.5,192,1,0,"01205735",25.8,27.5,2.6,68,NA,0,0,1878-05-26 07:00:00,1878-05-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,73.5,"01205734","01205734",NA
"70359","01ZTTY",1878,5,27,7,71.5,-20.5,192,1,0,"01205735",24.7,26,4.6,68,NA,3,0,1878-05-27 07:00:00,1878-05-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,71.5,"01205734","01205734",NA
"70391","01ZU13",1878,5,28,7,69.5,-21.5,192,1,0,"01205735",25.6,26.5,4.6,68,NA,NA,0,1878-05-28 07:00:00,1878-05-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,69.5,"01205734","01205734",NA
"70424","01ZU8G",1878,5,29,7,68.5,-21.5,192,1,0,"01205735",25.9,26.5,1,90,NA,NA,0,1878-05-29 07:00:00,1878-05-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,68.5,"01205734","01205734",NA
"70460","01ZUG6",1878,5,30,8,66.5,-22.5,192,1,0,"01205735",25,23,15.4,135,NA,6,0,1878-05-30 08:00:00,1878-05-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,66.5,"01205734","01205734",NA
